0,14.0
1,1.0
2,0.0
3,12.0
4,6.0
5,0.0
6,26.0
7,1.0
8,0.0
9,0.0
10,7.0
11,4.0
12,0.0
13,0.0
14,1.0
15,7.0
16,6.0
17,1.0
18,0.0
19,4.0
20,33.0
21,33.0
22,0.0
23,3.0
24,1.0
25,25.0
26,3.0
27,15.0
28,67.0
29,2.0
30,2.0
31,1.0
32,7.0
33,55.0
34,0.0
35,3.0
36,7.0
37,0.0
38,1.0
39,4.0
40,13.0
41,5.0
42,19.0
43,0.0
44,1.0
45,28.0
46,56.0
47,0.0
48,14.0
49,0.0
50,0.0
51,0.0
52,24.0
53,210.0
54,210.0
55,5.0
56,0.0
57,0.0
58,16.0
59,0.0
60,0.0
61,0.0
62,0.0
63,6.0
64,0.0
65,16.0
66,26.0
67,8.0
68,0.0
69,0.0
70,0.0
71,3.0
72,6.0
73,6.0
74,21.0
75,12.0
76,1.0
77,1.0
78,0.0
79,11.0
80,0.0
81,1.0
82,0.0
83,2.0
84,5.0
85,11.0
86,0.0
87,23.0
88,10.0
89,7.0
90,9.0
91,0.0
92,4.0
93,4.0
94,2.0
95,0.0
96,3.0
97,0.0
98,5.0
99,22.0
100,22.0
101,1.0
102,2.0
103,0.0
104,15.0
105,14.0
106,14.0
107,14.0
108,14.0
109,11.0
110,0.0
111,0.0
112,1.0
113,1.0
114,1.0
115,1.0
116,0.0
117,0.0
118,22.0
119,0.0
120,0.0
121,15.0
122,3.0
123,7.0
124,3.0
125,6.0
126,37.0
127,1.0
128,1.0
129,1.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,1.0
138,0.0
139,1.0
140,5.0
141,3.0
142,56.0
143,30.0
144,0.0
145,0.0
146,0.0
147,7.0
148,10.0
149,5.0
150,1.0
151,0.0
152,4.0
153,0.0
154,0.0
155,0.0
156,1.0
157,0.0
158,1.0
159,0.0
160,4.0
161,1.0
162,5.0
163,13.0
164,13.0
165,12.0
166,0.0
167,1.0
168,1.0
169,1.0
170,6.0
171,1.0
172,8.0
173,8.0
174,1.0
175,1.0
176,1.0
177,11.0
178,1.0
179,36.0
180,1.0
181,6.0
182,25.0
183,0.0
184,16.0
185,16.0
186,16.0
187,16.0
188,24.0
189,0.0
190,1.0
191,22.0
192,12.0
193,12.0
194,12.0
195,12.0
196,12.0
197,12.0
198,17.0
199,0.0
200,0.0
201,0.0
202,36.0
203,0.0
204,0.0
205,0.0
206,0.0
207,16.0
208,7.0
209,21.0
210,0.0
211,4.0
212,0.0
213,0.0
214,0.0
215,10.0
216,0.0
217,0.0
218,0.0
219,18.0
220,1.0
221,2.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
