0,0.0
1,10.0
2,1.0
3,10.0
4,10.0
5,9.0
6,9.0
7,6.0
8,11.0
9,2.0
10,3.0
11,3.0
12,5.0
13,2.0
14,4.0
15,4.0
16,3.0
17,1.0
18,7.0
19,2.0
20,2.0
21,2.0
22,2.0
23,2.0
24,2.0
25,8.0
26,13.0
27,13.0
28,19.0
29,26.0
30,19.0
31,19.0
32,9.0
33,14.0
34,14.0
35,14.0
36,14.0
37,14.0
38,14.0
39,14.0
40,14.0
41,14.0
42,14.0
43,14.0
44,14.0
45,14.0
46,14.0
47,14.0
48,14.0
49,18.0
50,18.0
51,18.0
52,18.0
53,18.0
54,18.0
55,1.0
56,1.0
57,4.0
58,3.0
59,3.0
60,2.0
61,3.0
62,3.0
63,2.0
64,3.0
65,3.0
66,3.0
67,46.0
68,0.0
69,2.0
70,8.0
71,7.0
72,1.0
73,1.0
74,1.0
75,25.0
76,25.0
77,26.0
78,2.0
79,0.0
80,6.0
81,23.0
82,23.0
83,0.0
84,1.0
85,3.0
86,15.0
87,15.0
88,15.0
89,15.0
90,15.0
91,3.0
92,6.0
93,4.0
94,26.0
95,17.0
96,17.0
97,7.0
98,1.0
99,1.0
100,2.0
101,4.0
102,4.0
103,2.0
104,2.0
105,2.0
106,2.0
107,2.0
108,3.0
109,4.0
110,3.0
111,1.0
112,3.0
113,1.0
114,3.0
115,4.0
116,6.0
117,1.0
118,1.0
119,2.0
120,3.0
121,2.0
122,2.0
123,2.0
124,2.0
125,2.0
126,2.0
127,2.0
128,1.0
129,0.0
130,0.0
131,0.0
132,3.0
133,4.0
134,5.0
135,5.0
136,2.0
137,32.0
138,3.0
139,0.0
140,12.0
141,12.0
142,1.0
143,12.0
144,2.0
145,2.0
146,2.0
147,5.0
148,5.0
149,2.0
150,2.0
151,3.0
152,2.0
153,2.0
154,2.0
155,4.0
156,1.0
157,1.0
158,1.0
159,1.0
160,0.0
161,0.0
162,8.0
163,2.0
164,0.0
165,0.0
166,6.0
167,13.0
168,2.0
169,14.0
170,14.0
171,29.0
172,4.0
173,1.0
174,3.0
175,3.0
176,1.0
177,1.0
178,1.0
179,1.0
180,2.0
181,1.0
182,24.0
183,24.0
184,24.0
185,24.0
186,24.0
187,24.0
188,1.0
189,3.0
190,15.0
191,15.0
192,15.0
193,15.0
194,16.0
195,16.0
196,0.0
197,0.0
198,1.0
199,4.0
200,0.0
201,4.0
202,4.0
203,1.0
204,3.0
205,5.0
206,5.0
207,5.0
208,5.0
209,6.0
210,0.0
211,1.0
212,1.0
213,1.0
214,1.0
215,2.0
216,8.0
217,8.0
218,7.0
219,10.0
220,7.0
221,7.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,3.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
239,2.0
240,2.0
241,0.0
242,3.0
243,4.0
244,4.0
245,4.0
246,4.0
247,9.0
248,4.0
249,0.0
250,0.0
251,0.0
252,3.0
253,0.0
254,1.0
255,3.0
256,3.0
257,1.0
258,2.0
259,1.0
260,1.0
261,23.0
262,2.0
263,14.0
264,0.0
265,2.0
266,21.0
267,29.0
268,0.0
269,0.0
270,8.0
271,60.0
272,21.0
273,3.0
274,54.0
275,15.0
276,61.0
277,61.0
278,64.0
279,73.0
280,6.0
281,19.0
282,12.0
283,29.0
284,48.0
