0,32.0
1,6.0
2,7.0
3,7.0
4,0.0
5,1.0
6,4.0
7,12.0
8,5.0
9,7.0
10,7.0
11,8.0
12,4.0
13,20.0
14,16.0
15,16.0
16,15.0
17,15.0
18,21.0
19,14.0
20,263.0
21,12.0
22,12.0
23,67.0
24,29.0
25,3.0
26,13.0
27,17.0
28,17.0
29,17.0
30,17.0
31,17.0
32,17.0
33,17.0
34,17.0
35,10.0
36,0.0
37,5.0
38,1.0
39,1.0
40,1.0
41,1.0
42,1.0
43,99.0
44,1.0
45,46.0
46,0.0
47,6.0
48,6.0
49,2.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,12.0
57,0.0
58,0.0
59,29.0
60,0.0
61,1.0
62,1.0
63,0.0
64,0.0
65,4.0
66,1.0
67,4.0
68,0.0
69,2.0
70,2.0
71,2.0
72,2.0
73,3.0
74,3.0
75,3.0
76,3.0
77,3.0
78,3.0
79,3.0
80,3.0
81,4.0
82,2.0
83,2.0
84,4.0
85,0.0
86,43.0
87,18.0
88,41.0
89,7.0
90,1.0
91,0.0
92,0.0
93,0.0
94,0.0
95,1.0
96,1.0
97,1.0
98,3.0
99,3.0
100,3.0
101,5.0
102,261.0
103,4.0
104,7.0
105,4.0
106,0.0
107,0.0
108,281.0
109,5.0
110,0.0
111,0.0
112,0.0
113,0.0
114,141.0
115,249.0
116,141.0
117,2.0
118,3.0
119,0.0
120,5.0
121,13.0
122,5.0
123,0.0
124,1.0
125,4.0
126,26.0
127,12.0
128,12.0
129,12.0
130,12.0
131,1.0
132,10.0
133,3.0
134,10.0
135,8.0
136,5.0
137,16.0
138,21.0
139,4.0
140,24.0
141,2.0
142,2.0
143,2.0
144,2.0
145,4.0
146,4.0
147,4.0
148,4.0
149,4.0
150,43.0
151,12.0
152,55.0
153,0.0
154,0.0
155,0.0
156,21.0
157,0.0
158,10.0
159,7.0
160,7.0
161,3.0
162,16.0
163,10.0
164,1.0
165,2.0
166,2.0
167,9.0
168,9.0
169,1.0
170,5.0
171,150.0
172,4.0
173,158.0
174,3.0
175,0.0
176,4.0
177,0.0
178,13.0
179,105.0
180,18.0
181,3.0
182,6.0
183,6.0
184,6.0
185,6.0
186,6.0
187,6.0
188,6.0
189,6.0
190,8.0
191,8.0
192,8.0
193,8.0
194,8.0
195,10.0
196,10.0
197,10.0
198,16.0
199,9.0
200,5.0
201,1.0
202,12.0
203,12.0
204,56.0
205,0.0
206,0.0
207,88.0
208,52.0
209,5.0
210,5.0
211,5.0
212,5.0
213,5.0
214,5.0
215,7.0
216,1.0
217,6.0
218,8.0
219,8.0
220,8.0
221,16.0
222,16.0
223,16.0
224,16.0
225,19.0
226,19.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
239,1.0
240,2.0
241,2.0
242,2.0
243,4.0
244,7.0
245,7.0
246,8.0
247,13.0
248,8.0
249,8.0
250,13.0
251,1.0
252,16.0
253,16.0
254,16.0
255,16.0
256,5.0
257,18.0
258,14.0
259,17.0
260,10.0
261,18.0
262,16.0
263,16.0
264,17.0
265,19.0
266,2.0
267,13.0
268,13.0
269,15.0
270,15.0
271,16.0
272,18.0
273,19.0
274,16.0
275,17.0
276,7.0
277,13.0
278,14.0
279,16.0
280,20.0
281,20.0
282,2.0
283,2.0
284,14.0
285,16.0
286,2.0
287,6.0
288,6.0
289,7.0
290,16.0
291,17.0
292,19.0
293,20.0
294,20.0
295,20.0
296,14.0
297,2.0
298,11.0
299,11.0
300,13.0
301,17.0
302,18.0
303,20.0
304,2.0
305,4.0
306,6.0
307,6.0
308,15.0
309,16.0
310,18.0
311,2.0
312,2.0
313,2.0
314,2.0
315,2.0
316,5.0
317,1.0
318,5.0
319,6.0
320,46.0
321,9.0
322,19.0
323,4.0
324,4.0
325,10.0
326,13.0
327,4.0
328,10.0
329,11.0
330,15.0
331,20.0
332,0.0
333,3.0
