,commit,operationsSum,hunks,fileN,type
4093,3e9f88e68801fe7f862d7ab57041a68f91ce9b5a,8.0,1.0,1.0,2.0
4095,2a21f86917f7a9fe13b180e895a816871a234dee,17.0,1.0,1.0,2.0
4098,576f7d34871f64ac3064f5fc3892c67a90cd1677,6.0,1.0,1.0,2.0
4099,cb68429d155507ec46f1922d2beb7bc637de4836,4.0,1.0,1.0,2.0
4101,2d33fa1059da4c8e816627a688d950b613ec0474,2.0,1.0,1.0,2.0
4107,8a3c033262311ad274ef40f5ab4f2ec1d453ad72,3.0,1.0,1.0,2.0
4110,bde4301d9a647a3b2efb1a9f429c1d3ede075fa4,1.0,1.0,1.0,2.0
4114,a3b3842c2e27ba07f8f7944a76013425d182c47b,5.0,1.0,1.0,2.0
4116,62fcd58943654b0474f8d97309185dca1addd5a7,1.0,1.0,1.0,2.0
4118,0715f9417ad3581e721d4b2ca6d11aa9fb0e598d,1.0,1.0,1.0,2.0
4119,67ebd8140dc8923c65451fa0f6a8eee003c4dcd3,2.0,1.0,1.0,2.0
4122,54160729c58408fedd762cde4579691731c2ae97,3.0,1.0,1.0,2.0
4129,c435285df112da1125e61d826b03014a4e769386,2.0,1.0,1.0,2.0
4132,fa611271b4d681d02520c458c555e48ee11d61d4,2.0,1.0,1.0,2.0
4133,de47b69c7b7be46b0848b2c4f8e23c478cd68690,1.0,1.0,1.0,2.0
4135,966036fde60e6d96708815e0d495692ac352acf9,8.0,1.0,1.0,2.0
4146,629dcf23dffcf90f2104784d4ad9324ab3a1f2ef,6.0,1.0,1.0,2.0
4148,be28b63506a99dc6dc8c6267ecfea8a649b29523,3.0,1.0,1.0,2.0
4151,ef23db9c5ee2dd240ad6875e03d004416f4ee0df,1.0,1.0,1.0,2.0
4152,1f80c0cc39e587edd06a36b43ba3a3b09d4ac428,2.0,1.0,1.0,2.0
4156,6d1bdd2afbed74b3adcf3a7aec49e430eeb6c5f3,6.0,1.0,1.0,2.0
4158,b9d4b2da35d44117831c3382710f12a1f9965ed5,2.0,1.0,1.0,2.0
4164,f9fa1887dcf26bd346665a6ae3d3f53dec54cba1,1.0,1.0,1.0,2.0
4169,73454eaf2032c64f1d863ac7e91304e4bf903bfb,1.0,1.0,1.0,2.0
4171,930a6eac9f40e692bd9670d89bcd9ac0f4019356,2.0,1.0,1.0,2.0
4177,13f81c099bee8141f764fd41a1f4b68b93be3296,1.0,1.0,1.0,2.0
4179,daf9669bea30aa22d44671e0d9ce90234579e1db,1.0,1.0,1.0,2.0
4180,a307d1d6d4cf66723a395785fd4c5998fe922b61,2.0,1.0,1.0,2.0
4182,7a444d1f0b557c68f847050b33713ae7b56f25e7,1.0,1.0,1.0,2.0
4183,809a3bf9f34cb6d0c0383b31b3495fa1ed3508a6,6.0,1.0,1.0,2.0
4186,74e77eb30d0ecbb12964d005b439c8b84a505b84,6.0,1.0,1.0,2.0
4187,4d27b87785a743fdae653d395a3a4e763269c53c,40.0,1.0,1.0,2.0
4190,961354612efa9cecb98250f4f1cfd51221af8098,1.0,1.0,1.0,2.0
4191,17a8b6b03717fda28be73bc0d24a608a8339d646,2.0,1.0,1.0,2.0
4196,d60fc1bbc26a16e79258d9b11baea83f49ff7776,54.0,1.0,1.0,2.0
4202,c206f8bc543858ed2d82b1547c1a986dbd3df022,3.0,1.0,1.0,2.0
4206,12d7b7a23694b4d3dba58d7ae971ee9120a617e5,3.0,1.0,1.0,2.0
4207,2b588db82d2c210e84da129a223bb403d3131abe,2.0,1.0,1.0,2.0
4209,c4277e9ea70431aea0fecebb8bb9a3fbc27d074e,4.0,1.0,1.0,2.0
4210,4eb3991c5def39bcf553c14ebe2618fcb47b627f,4.0,1.0,1.0,2.0
4212,adbe6991efd36104ac9eaf751993d35eaa7f493a,2.0,1.0,1.0,2.0
4213,caac970f91f39f67b5e48680840605e24896ff99,2.0,1.0,1.0,2.0
4218,08cb3f60b2f866c906a5a779444b30ba8f9a93c8,3.0,1.0,1.0,2.0
4221,de5535f5f508466cd5796d4e14ad4f301ff86a26,2.0,1.0,1.0,2.0
4223,9968e459f1378a1c00301472cfe672497fe001d5,1.0,1.0,1.0,2.0
4225,063f96c2230052356d8653381912e618a8ae951c,3.0,1.0,1.0,2.0
4226,b795016cd2c6aebfa40cbccb3bad4e0325815fb4,1.0,1.0,1.0,2.0
4234,4ab84d450e24b3a309608182a8d8e30626b46f8f,6.0,1.0,1.0,2.0
4237,193d01532a730a53cbc74462799dbc43968b97fd,5.0,1.0,1.0,2.0
4239,032016a56a1e9c83646435b32e4416d499e1f1ce,6.0,1.0,1.0,2.0
4243,ffa5c41c81503b6f48fddb5d39f18af526ded8d3,1.0,1.0,1.0,2.0
4261,8ae757d09c45102b347a1bc2867f54ffc1ab8fda,2.0,1.0,1.0,2.0
4270,aec6f90d412fe30b88fdea3d1880734c837e15d4,1.0,1.0,1.0,2.0
4271,ebdae6507b00c77f51b0c3ef70d25f65699f5644,4.0,1.0,1.0,2.0
4273,e8a285b7b10029c3da7e9bbaa1659e7e08178912,1.0,1.0,1.0,2.0
4279,7adf4f312bb7e1f3bda90ed048d78a5a55099f10,2.0,1.0,1.0,2.0
4281,2dcb7efa120a8d8f625001d6c7cd78aa38c411a7,4.0,1.0,1.0,2.0
4288,5e102b3b4fa944815aead89e63eec2a35069a07b,2.0,1.0,1.0,2.0
4300,2fbd967973ae6ae1a989f5638da8bbed93cad2c5,1.0,1.0,1.0,2.0
4301,5d8be84397618a2c04ec2b74d5d5a3d852a2ee5a,11.0,1.0,1.0,2.0
4304,b21629da120dd6145d14dbd6d028e1bba680a92b,27.0,1.0,1.0,2.0
4305,fdc84d11a278d468052afc8e17523545fafe6c5f,3.0,1.0,1.0,2.0
4306,705a421238964e26f13a87d01cefa229eb8a458d,1.0,1.0,1.0,2.0
4308,e26a755211c72ccfc52faf4e647757a058eb131a,1.0,1.0,1.0,2.0
4309,e78641c19de7a3b77b5d840aff239c6648983099,1.0,1.0,1.0,2.0
4311,bf17c1c7cc9250d7c3c01b0ae898aefa1853535a,1.0,1.0,1.0,2.0
4315,bd16f9ebd083b965dcdfb6b762e206374d5b823b,2.0,1.0,1.0,2.0
4316,8f22ba61b5d730a870cd6b10d299d23280d060fa,11.0,1.0,1.0,2.0
4319,597f95e2bfbe9b83ed8b0761ebf4e7d55fd4df17,1.0,1.0,1.0,2.0
4321,49908e739e23e2672d3efb9b1a35f877f8e86342,4.0,1.0,1.0,2.0
4322,04ca58372c5e4922d7463450ffdb5cdc3d0dd596,4.0,1.0,1.0,2.0
4325,4e5b864e7cac67f06f18147b1980cb6b8fb213ec,12.0,1.0,1.0,2.0
4327,036de8efae4b81f8e1504fab654070cecce6dfa9,3.0,1.0,1.0,2.0
4337,09318c47b6121c8d18cee50ca7e270a8b7dfd274,3.0,1.0,1.0,2.0
4340,7671986839f9207f8d76e8ef92b2d3f263a794cc,1.0,1.0,1.0,2.0
4347,71d42e9c71d7fca2eca98eac315cb485b5d2314d,2.0,1.0,1.0,2.0
4350,5159e39bdf119613adc6556901ae2d2e5e027551,6.0,1.0,1.0,2.0
4351,56ec16cb1e1ce46354de8511eef962a417c32c92,8.0,1.0,1.0,2.0
4355,7c69a47f1badf40dfa2febac71df98d32b1b56d7,1.0,1.0,1.0,2.0
4360,e4459e1682c107d7ee1bf102c1ba534230e9b50b,2.0,1.0,1.0,2.0
4365,6dd93e9e5eb19e81a74b3df8426a945a08ad8a1f,1.0,1.0,1.0,2.0
4367,efda0ad4aa92439d9244d77a13339e23df5e1dc1,8.0,1.0,1.0,2.0
4369,6b63e3015a69dd8aa5534e23af9f132a021da02e,2.0,1.0,1.0,2.0
4370,bf25c19979b2ee1019201b809e93b6bca9947cfd,1.0,1.0,1.0,2.0
4371,86f4d0123b1fddb47d35b9a893f8c0b94bf89abe,1.0,1.0,1.0,2.0
4375,e7d40c37215b2048685e72a0bb0101578c2b0a62,4.0,1.0,1.0,2.0
4377,5bf1f439c89d4653f8cc8f8aa303e0d6991aba4b,1.0,1.0,1.0,2.0
4378,6a938a8cef9abad2ae13e6a48329f5119930b0d6,1.0,1.0,1.0,2.0
4379,3caf02ee280a171074476d346d01dc0f5e05b22c,2.0,1.0,1.0,2.0
4384,5bfd446e7bd94ee6f9c17d07b5d47342b96b387a,9.0,1.0,1.0,2.0
4385,58f3e0a864c46dadbeadf682e6bbdcab14ba19d3,4.0,1.0,1.0,2.0
4389,031cb428383b2fcf36a4ce09aeedaa548d9ed1d1,1.0,1.0,1.0,2.0
4391,7dd91d52a813f99a95d20f539b777e9e6198b931,2.0,1.0,1.0,2.0
4392,dcb784050a518c59f695f76a0a3f802c0a9d92ab,3.0,1.0,1.0,2.0
4393,d552b233f692416d63bb93eb35bf24e5c95c7e0b,1.0,1.0,1.0,2.0
4394,44eeccc054909fd47e6a6cd55eba05a985396177,2.0,1.0,1.0,2.0
4395,5297e0f0fe13305a1fc7f01986be0dccd063d57a,8.0,1.0,1.0,2.0
4398,2a7089dbd1e8a9bec3d39efcb11c2eda6d5a95c0,1.0,1.0,1.0,2.0
4399,4c18442e536ec24cc5ca23c5bbaa80bd53020b95,1.0,1.0,1.0,2.0
4400,d9d5713ca628dc211d8b4a1da5fb9e0cfe592b92,3.0,1.0,1.0,2.0
4401,050a1952c3f9304eccddc4f084e2401b5205ff55,106.0,1.0,1.0,2.0
4405,f79b0d9c223ca09cefffc72304a7bcbc401a1c6f,2.0,1.0,1.0,2.0
4406,dc6d2a0f9782cf323acfddb6d98f5dbacc9cd4e3,2.0,1.0,1.0,2.0
4408,df7841604394c57289072d15fcd90a2585b701a6,31.0,1.0,1.0,2.0
4410,5a5a1d614287a647b36dff3f40c2b0ceabbc83ec,2.0,1.0,1.0,2.0
4412,3a7f8c34fefb109903af9a0fac6d0d05f93335c5,3.0,1.0,1.0,2.0
4414,08a16208c8cb2ce1f79fea24f21dd7a8df4f12b6,3.0,1.0,1.0,2.0
4416,9bea3f29fc626e190f012c4ad5f8a9e9a2f26cf6,1.0,1.0,1.0,2.0
4418,f5335e00f30ef69f093e5074ecf8ef5e778baf3b,1.0,1.0,1.0,2.0
4426,67454b6602c3519d15193630e6765a5f02f39160,1.0,1.0,1.0,2.0
4427,1c795ebd00042b3a5c97e049fd1c08763714a7a8,9.0,1.0,1.0,2.0
4431,3ff448b5b7dc7ad4d664588c343da1e5e2ce18dd,1.0,1.0,1.0,2.0
4432,be31cc0bc9e6d24d7bd069a4eae81aa9fcf5d2cd,1.0,1.0,1.0,2.0
4439,742af585268b8473990ff0fe89055e945e419d79,3.0,1.0,1.0,2.0
4445,49c9e7c21af4743f8413cfdce78b551b9d5caad9,2.0,1.0,1.0,2.0
4450,459ca8b4ed1889b0a69bbe21888e6af136d495f3,4.0,1.0,1.0,2.0
4452,7c5a54fb869d980c2a3c0972fe1e22816dd5b7b2,1.0,1.0,1.0,2.0
4457,68edbce4fb4b173d3b9880967cfcce0fc3abc8d5,15.0,1.0,1.0,2.0
4458,c7f268df3f4e80513271aea8e91f3fd0701aae1b,2.0,1.0,1.0,2.0
4460,ed7487c2c28560a6b06900851ab63ebca1aea444,1.0,1.0,1.0,2.0
4464,1f906f8376c2d53dca347b15c0caef71d91087b4,3.0,1.0,1.0,2.0
4465,1e358f94c00570f88a590cabe718daf835440cc9,1.0,1.0,1.0,2.0
4466,dacae5a19b4cbe1b5e3a86de23ea74cbe9ec9652,2.0,1.0,1.0,2.0
4471,3b7c7e52efda0d4640060de747768360ba70a7c0,2.0,1.0,1.0,2.0
