2a953cfd42c00bab00e792422f7c2064c5f0b410:5,"{'Assignment/Cast:del': 1, 'Assignment/Ident:add': 4, 'Assignment/RecordPtAccess:mv': 1, 'Program/Declaration:mv': 2, 'Left/Cast:del': 5, 'Compound/If:add': 1, 'Ident/GenericString:upd': 14, 'Compound/DeclList:add': 1, 'Left/Binary:add': 2, 'InitExpr/Cast:mv': 1, 'Compound/ExprStatement:add': 1, 'Ident/GenericString:mv': 12, 'Left/Cast:mv': 1, 'Program/Declaration:del': 6, 'Assignment/Constant:del': 2, 'Unary/RecordPtAccess:mv': 1, 'Left/Cast:add': 1, 'Left/Ident:add': 3}"
2a953cfd42c00bab00e792422f7c2064c5f0b410:4,"{'Program/CppTop:del': 1, 'Program/Declaration:add': 28, 'Program/CppTop:mv': 16}"
a86581829fdd646655116f89cb8af2f22b5fbf9e:0,"{'If/Binary:mv': 4, 'DeclList/InitExpr:del': 1, 'If/ReturnExpr:mv': 1, 'If/Compound:del': 1, 'Some/Assignment:mv': 2, 'Compound/ReturnExpr:mv': 1, 'Binary/Ident:add': 1, 'Compound/ExprStatement:add': 1, 'If/IfToken:mv': 2, 'ParenExpr/Assignment:mv': 2, 'Binary/RecordPtAccess:add': 1, 'If/Compound:add': 1, 'Compound/If:mv': 2, 'Compound/If:del': 1, 'Binary/ParenExpr:del': 2, 'If/IfToken:add': 1}"
0e04f3f381c6a3ab3a7ef0ec9ded709e95996527:1,"{'ReturnExpr/Constant:del': 1, 'Binary/Constant:del': 1, 'InitExpr/Ident:add': 5, 'InitExpr/Constant:del': 5, 'ReturnExpr/Ident:add': 1, 'Binary/Ident:add': 1}"
0e04f3f381c6a3ab3a7ef0ec9ded709e95996527:0,"{'Binary/Constant:del': 3, 'Binary/Ident:add': 3}"
389d7b26d9e4f78b17366c23a3aa16b3c5cb3bde:0,"{'Compound/ExprStatement:add': 1, 'DeclList/GenericString:add': 1, 'Ident/GenericString:upd': 4}"
d5e27e8b83b1da0cd64a6a090e273a199c2805fc:0,"{'Binary/Ident:mv': 4, 'Compound/While:add': 1, 'Definition/Compound:mv': 2, 'Assignment/GenericString:add': 1, 'If/Compound:del': 4, 'Some/Assignment:mv': 2, 'Compound/ExprStatement:mv': 31, 'Some/GenericString:mv': 8, 'If/IfToken:add': 1, 'Definition/Compound:del': 2, 'Binary/Constant:add': 1, 'If/IfToken:mv': 6, 'Binary/ArrayAccess:mv': 2, 'Binary/GenericString:mv': 2, 'Ident/GenericString:upd': 10, 'If/Compound:mv': 10, 'ExprStatement/Some:add': 2, 'If/Ident:add': 1, 'Compound/DeclList:add': 4, 'Compound/ReturnExpr:mv': 2, 'Ident/GenericString:add': 10, 'If/ExprStatement:mv': 11, 'Some/GenericString:add': 2, 'Compound/If:del': 1, 'For/Compound:del': 1, 'If/IfToken:del': 1, 'Compound/For:mv': 2, 'If/If:mv': 4, 'Compound/DeclList:mv': 16, 'For/ExprStatement:mv': 20, 'ArrayAccess/Ident:mv': 6, 'Ident/GenericString:mv': 18, 'Some/Binary:mv': 2, 'ExprStatement/Some:mv': 2, 'Binary/Ident:add': 1, 'If/Binary:mv': 26, 'Assignment/Ident:add': 1, 'While/Compound:mv': 2, 'If/Compound:add': 2, 'While/Binary:mv': 2, 'Binary/GenericString:add': 2, 'Compound/If:add': 6, 'ArrayAccess/Ident:add': 1, 'Binary/ArrayAccess:add': 1, 'ArrayAccess/Binary:add': 1, 'Compound/Switch:mv': 2, 'Assignment/Ident:mv': 4, 'Compound/If:mv': 16, 'Assignment/GenericString:mv': 2}"
d009f0d7ae38bf1fdc0ff1a914a6dee538059869:1,"{'Left/Constant:add': 2, 'GenericList/ParameterType:add': 2, 'Left/Cast:del': 2, 'Ident/GenericString:upd': 4}"
809a3bf9f34cb6d0c0383b31b3495fa1ed3508a6:0,"{'Binary/Binary:mv': 2, 'Binary/Binary:del': 1, 'Binary/GenericString:mv': 2, 'Binary/GenericString:del': 1}"
df7841604394c57289072d15fcd90a2585b701a6:0,"{'Program/Declaration:add': 5, 'Program/NotParsedCorrectly:del': 10, 'DeclList/Storage:add': 1, 'Program/NotParsedCorrectly:add': 10, 'Program/Declaration:del': 5}"
