75ac9a28a0c6b818ba1aba874b6b3ae17241552c:0,{'Ident/GenericString:upd': 2}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:148,"{'Ident/GenericString:upd': 4, 'Program/NotParsedCorrectly:add': 8, 'Program/NotParsedCorrectly:del': 8}"
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:149,{'Ident/GenericString:upd': 2}
175c04414106c34f0130d8d3bf152825b4829ceb:0,"{'GenericList/Left:mv': 4, 'Compound/ExprStatement:del': 2, 'Ident/GenericString:upd': 4, 'Some/Assignment:add': 2, 'GenericList/Left:del': 2, 'Some/FunCall:mv': 2, 'Compound/If:mv': 4, 'Assignment/FunCall:mv': 2}"
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:144,{'Ident/GenericString:upd': 2}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:145,"{'Assignment/Binary:del': 1, 'Assignment/RecordPtAccess:mv': 1, 'Binary/RecordPtAccess:mv': 1, 'Ident/GenericString:upd': 2}"
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:146,{'Ident/GenericString:upd': 4}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:147,{'Ident/GenericString:upd': 92}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:140,{'Ident/GenericString:upd': 8}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:141,{'Ident/GenericString:upd': 16}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:142,{'Ident/GenericString:upd': 100}
09cbfeaf1a5a67bfb3201e0c83c810cecb2efa5a:143,{'Ident/GenericString:upd': 2}
e8f7f43a4ad451ecfb2689985f99a9e276a08bba:0,"{'Compound/ExprStatement:mv': 1, 'Compound/Label:add': 1, 'Label/ExprStatement:mv': 1, 'Goto/GenericString:upd': 2}"
85e7652d89293a6dab42bfd31f276f8bc072d4c5:109,"{'Program/Declaration:add': 2, 'TypeQualifier/GenericString:add': 1, 'Program/NotParsedCorrectly:del': 21, 'Program/NotParsedCorrectly:add': 21, 'Program/Declaration:del': 2}"
85e7652d89293a6dab42bfd31f276f8bc072d4c5:108,{'DeclList/FullType:add': 1}
429b474990cb4e5e8cfe2352daf649d0599cccb6:8,"{'GenericList/Left:del': 2, 'Program/NotParsedCorrectly:add': 19, 'Program/Declaration:del': 4, 'Program/Declaration:add': 4, 'Compound/DeclList:del': 2, 'Program/NotParsedCorrectly:del': 19}"
429b474990cb4e5e8cfe2352daf649d0599cccb6:9,"{'Compound/DeclList:del': 2, 'GenericList/Left:del': 2}"
85e7652d89293a6dab42bfd31f276f8bc072d4c5:103,{'DeclList/FullType:add': 1}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:102,{'DeclList/FullType:add': 1}
d67b1b03254c501fef371b0e5916c94a52bfc2c5:0,{'Ident/GenericString:upd': 2}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:100,{'DeclList/FullType:add': 1}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:107,{'DeclList/FullType:add': 1}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:106,{'DeclList/FullType:add': 2}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:105,{'DeclList/FullType:add': 1}
85e7652d89293a6dab42bfd31f276f8bc072d4c5:104,{'DeclList/FullType:add': 2}
6038f373a3dc1f1c26496e60b6c40b164716f07e:56,{'InitList/InitDesignators:add': 1}
6038f373a3dc1f1c26496e60b6c40b164716f07e:57,{'InitList/InitDesignators:add': 1}
6038f373a3dc1f1c26496e60b6c40b164716f07e:54,{'InitList/InitDesignators:add': 2}
6038f373a3dc1f1c26496e60b6c40b164716f07e:55,"{'Program/Declaration:add': 2, 'Program/NotParsedCorrectly:del': 4, 'InitList/InitDesignators:add': 1, 'Program/NotParsedCorrectly:add': 4, 'Program/Declaration:del': 2}"
6038f373a3dc1f1c26496e60b6c40b164716f07e:52,{'InitList/InitDesignators:add': 1}
6038f373a3dc1f1c26496e60b6c40b164716f07e:53,{'InitList/InitDesignators:add': 6}
6038f373a3dc1f1c26496e60b6c40b164716f07e:50,{'InitList/InitDesignators:add': 1}
6038f373a3dc1f1c26496e60b6c40b164716f07e:51,{'InitList/InitDesignators:add': 3}
