ReturnExpr/Constant:del,31
GenericList/ParameterType:add,22
Switch/Ident:del,6
Some/Binary:add,17
ParenExpr/RecordAccess:del,1
If/Compound:del,340
DefineExpr/ParenExpr:add,9
Compound/ExprStatement:mv,8349
Left/ArrayAccess:mv,36
Some/Postfix:del,22
Postfix/GenericString:mv,8
Unary/ParenExpr:mv,25
Ident/GenericString:upd,18764
Compound/For:add,118
Binary/Unary:del,49
RecordPtAccess/ArrayAccess:add,5
Case/Continue:add,2
InitExpr/Constant:upd,264
Left/CondExpr:add,15
Binary/Ident:add,222
If/Return:add,24
ReturnExpr/CondExpr:mv,6
InitExpr/RecordPtAccess:add,25
Default/If:del,2
Include/GenericString:upd,28
Binary/RecordAccess:add,118
InitList/InitExpr:add,412
FunCall/GenericList:add,46
While/Postfix:add,1
Ident/GenericString:add,97
Some/Cast:del,12
Definition/GenericString:add,24
If/MacroIteration:mv,1
If/Break:add,14
Label/If:add,24
Postfix/RecordAccess:mv,3
If/Continue:del,20
Compound/Label:add,246
Assignment/FunCall:mv,480
CondExpr/CondExpr:add,1
CondExpr/Constant:del,3
Cast/Unary:add,1
InitExpr/RecordPtAccess:mv,93
RecordAccess/RecordPtAccess:add,45
RecordPtAccess/GenericString:upd,2130
Assignment/Constant:del,91
If/RecordPtAccess:mv,154
Some/FunCall:del,186
Assignment/Cast:mv,24
ReturnExpr/FunCall:add,25
Unary/FunCall:mv,137
Assignment/Cast:del,32
Left/Unary:add,170
Case/Case:add,12
ReturnExpr/Ident:mv,26
If/ArrayAccess:del,2
Assignment/RecordPtAccess:add,186
Definition/GenericString:del,24
GenericList/Left:mv,2007
RecordAccess/Ident:del,39
If/Compound:mv,642
StatementExpr/DeclList:del,1
For/If:add,3
Left/Ident:mv,132
RecordPtAccess/GenericString:add,25
If/ParenExpr:add,3
RecordAccess/RecordAccess:mv,18
InitList/InitDesignators:add,439
Case/Goto:del,3
Sequence/Constant:del,22
Binary/Binary:add,151
InitExpr/Unary:del,31
Label/ExprStatement:add,28
Assignment/FunCall:del,104
Cast/FunCall:del,1
Some/Ident:del,2
Compound/MacroDecl:del,1
If/ParenExpr:del,5
ParameterType/GenericString:add,18
ArrayAccess/RecordPtAccess:del,16
ReturnExpr/Binary:mv,20
InitList/InitExpr:mv,73
Storage/GenericString:del,152
ExprStatement/Some:mv,732
If/Unary:mv,232
Compound/Case:del,71
Postfix/Ident:add,1
StatementExpr/If:add,1
Cast/RecordAccess:add,4
Compound/IfdefDirective:del,126
RecordPtAccess/Ident:mv,1664
CondExpr/Ident:mv,10
NotParsedCorrectly/GenericString:upd,1412
While/Ident:del,1
Left/FunCall:mv,112
MacroIteration/Compound:del,9
RecordAccess/ParenExpr:del,1
DefineExpr/ParenExpr:del,12
Assignment/GenericString:mv,220
FullType/TypeName:add,1
Cast/ParenExpr:mv,8
Assignment/Constant:upd,140
Left/RecordAccess:add,93
If/Unary:add,168
If/Ident:del,140
Sequence/Constant:mv,546
Assignment/FunCall:add,132
ParenExpr/CondExpr:mv,5
If/Postfix:mv,1
Case/Break:add,4
ParenExpr/Sequence:mv,27
Left/Unary:mv,121
FunCall/RecordAccess:mv,2
Binary/GenericString:mv,658
ExprStatement/Some:add,28
ParenExpr/Constant:del,67
Compound/DeclList:add,1546
Sequence/FunCall:add,5
ParamList/ParameterType:mv,18
Definition/Storage:add,55
Infix/Ident:mv,2
Case/Ident:add,8
Left/Assignment:del,1
Some/GenericString:add,13
GenericList/ParameterType:del,19
DoWhile/Compound:add,1
Declaration/DeclList:mv,2
If/ReturnExpr:mv,263
Compound/Return:mv,18
If/ArrayAccess:add,1
MacroIteration/Left:add,10
Switch/RecordAccess:mv,10
Assignment/Assignment:mv,17
ParamList/ParameterType:add,260
DeclList/InitExpr:del,126
Compound/While:del,24
ReturnExpr/CondExpr:add,15
Unary/GenericString:upd,60
Case/ExprStatement:mv,307
Case/Switch:add,21
Case/ReturnExpr:mv,6
While/ExprStatement:mv,6
Sequence/Sequence:mv,93
StatementExpr/For:del,1
Binary/Constant:mv,156
DoWhile/FunCall:mv,1
Program/EmptyDef:add,19
Binary/RecordAccess:del,65
Compound/Switch:mv,28
While/Binary:del,9
While/Unary:del,3
Case/Compound:mv,1
ParamList/ParameterType:del,88
CppTop/Define:del,4
Unary/ParenExpr:add,15
ArrayAccess/RecordAccess:add,17
DefineFunc/GenericString:mv,2
Definition/Compound:del,129
Compound/Define:del,3
Assignment/Cast:add,35
Compound/Define:add,7
RecordAccess/GenericString:upd,550
Compound/DoWhile:add,9
Assignment/Assignment:add,8
Case/Unary:add,1
Compound/ReturnExpr:mv,512
InitExpr/Ident:del,41
InitExpr/Constant:add,21
If/ParenExpr:mv,2
DeclList/GenericString:add,362
Unary/GenericString:add,12
If/If:del,44
Declaration/MacroDecl:add,2
Sequence/Sequence:del,22
If/ExprStatement:add,183
If/FunCall:mv,450
RecordAccess/FunCall:mv,2
If/ArrayAccess:mv,8
ArrayAccess/Ident:mv,26
Ident/GenericString:mv,8996
Switch/Binary:mv,2
ArrayAccess/Constant:mv,14
Assignment/ParenExpr:mv,2
Constructor/InitList:mv,1
Compound/Goto:mv,28
Case/If:add,31
Compound/Continue:del,4
Sequence/Constant:add,3
ParenExpr/Cast:mv,4
ParenExpr/Sequence:del,74
Sequence/RecordAccess:mv,19
Unary/Constant:del,4
Left/ParenExpr:del,20
If/Return:mv,2
Storage/GenericString:add,9
RecordAccess/GenericString:add,15
ReturnExpr/RecordPtAccess:mv,12
NotParsedCorrectly/GenericString:del,420
Binary/Ident:mv,610
Cast/RecordPtAccess:mv,38
Some/Sequence:add,7
Compound/ReturnExpr:add,376
Binary/Unary:add,67
Case/Constant:upd,62
RecordPtAccess/ArrayAccess:del,3
Some/Assignment:mv,60
Binary/FunCall:del,107
RecordPtAccess/RecordPtAccess:del,99
Program/EmptyDef:del,20
DefineFunc/GenericString:add,5
Binary/GenericString:del,107
ReturnExpr/Ident:add,67
If/Case:add,1
Switch/Binary:del,2
Goto/GenericString:upd,274
Goto/GenericString:mv,94
ReturnExpr/Binary:add,12
CondExpr/ArrayAccess:mv,3
ArrayAccess/RecordPtAccess:mv,46
Cast/FunCall:add,1
Sequence/Ident:del,21
Binary/SizeOfType:del,2
Binary/Ident:del,178
StatementExpr/DeclList:add,2
Unary/RecordAccess:del,43
CondExpr/Cast:mv,1
If/Ident:mv,32
Left/RecordAccess:del,176
If/Ident:add,107
Unary/Unary:mv,3
Assignment/Binary:add,113
InitExpr/ArrayAccess:mv,8
Case/Case:del,2
ReturnExpr/RecordAccess:mv,3
