,commit,operationsSum,hunks,fileN,type
762,f4acd122a738d0601de3a96743859b9c7a82bd6a,2.0,1.0,1.0,1.0
764,76f73693ca36a13aff719c71236c47a4927c14a0,4.0,1.0,1.0,1.0
766,6e28c2a24aedbd64bf9cc1391ca203e9aa95d757,3.0,1.0,1.0,1.0
769,53ce1c05cc116116a9a8ca821136767f18b9b27b,3.0,1.0,1.0,1.0
775,67b172c097177835fbf5b0666885c4059a4f67ff,3.0,1.0,1.0,1.0
776,299ccc8a07b79199b79bcfb3f701866f10b42063,1.0,1.0,1.0,1.0
778,faa7b7ddca14887ac037f585d2fac7ca6c57037e,1.0,1.0,1.0,1.0
779,b4b1d04006540ebeb5c85222292cdcb2f95f217b,6.0,1.0,1.0,1.0
780,fe4eb54845fff09ec01b8421f53f92e08b67229c,4.0,1.0,1.0,1.0
784,dabefea6937dc0015624a43ec1b8764f5b3dcb68,8.0,1.0,1.0,1.0
786,e026255f7d0e56006a147b190ae23be95cb0a9bd,4.0,1.0,1.0,1.0
787,a7930899ca0082a33350b253c6ed34f67255f98e,3.0,1.0,1.0,1.0
788,fc749a9a3d1801c8dee892816eb19d285e06fd41,4.0,1.0,1.0,1.0
790,3894817fb1df6261bbfff7d2d540510372883543,26.0,1.0,1.0,1.0
791,72c71f4827d1f724e8d44677367ed8e924e69de9,1.0,1.0,1.0,1.0
792,ef96fdddcd386c88fee1f2078a174943472b615e,10.0,1.0,1.0,1.0
806,4f8c0602ea75a48c3fd3e9ccd7b54b34ce68e71f,1.0,1.0,1.0,1.0
812,3491ab63b45ea9b485683574081ed8535d42f2da,3.0,1.0,1.0,1.0
813,5cbfda2043814f4989efad12be02086a2e4c59fd,1.0,1.0,1.0,1.0
815,62452a99d0b225a0f5d34d34b2aef63d7b44157b,5.0,1.0,1.0,1.0
817,18f6287f538858135c2c7ed4f76d4441e28b5714,4.0,1.0,1.0,1.0
819,0c8e4d70e001f7528be9d06739ecd28736396867,5.0,1.0,1.0,1.0
820,8ca7080443dafdb67714ad0be36378639d002e6f,4.0,1.0,1.0,1.0
822,2855d28a35d14e0087c48cb6f15d0446ea4c54c3,8.0,1.0,1.0,1.0
824,1a0caf41c061868eff05a054ff2b0ffe26baf4e0,12.0,1.0,1.0,1.0
825,f35cbe6a178e94d3fc290f414aa421f81ac76069,3.0,1.0,1.0,1.0
833,5f2b3eab3fade514f9647e88356d29c7795ed7ef,1.0,1.0,1.0,1.0
842,44a074ffe038a4953d8ff4091599ce997867820c,2.0,1.0,1.0,1.0
845,14bd5b458bf62f84b2639ae288fd83d1da7a9af6,21.0,1.0,1.0,1.0
847,e6b688838e25b22e10dd273b48581cb2f62ec16e,34.0,1.0,1.0,1.0
851,f0e0e9bba5eed2086f6001be14f21566a49bed10,9.0,1.0,1.0,1.0
852,c8d8ff0a9da689d9649ce7b052190abb1e49a930,6.0,1.0,1.0,1.0
855,42877236160baaa785cfdcb281a653a012c82a2b,3.0,1.0,1.0,1.0
856,59bff7fb7a0b461320744a9a9b7bf75b8eeddea8,8.0,1.0,1.0,1.0
861,4bc88f63d7af89831fac82b67625f3e19156abba,4.0,1.0,1.0,1.0
862,4fbd9a4539e4eda1e9588509eb31e9dc38ffd653,5.0,1.0,1.0,1.0
867,4b608983fe9cbb522e6dd819ea357a3af89f2e8e,3.0,1.0,1.0,1.0
868,c8843b1f1d134f3e14cd357a74c2d1de52ccf884,1.0,1.0,1.0,1.0
870,7dad9ef6d9255b4d2d0a26305a785a55f3ba55e3,4.0,1.0,1.0,1.0
877,7582041ff3d4aaa348894858d6384c4a9981c5fc,6.0,1.0,1.0,1.0
880,05a34f51ba451c65773ad6f1acf4cc089cc474d8,2.0,1.0,1.0,1.0
882,86cc8dfc211695193a060a240ac9c9287606e5d8,2.0,1.0,1.0,1.0
885,8ab4e2b30a0921d819b196d34ce58f19c3e0270b,7.0,1.0,1.0,1.0
886,9f2135419ffb7601b6642147ae0e6ccc19a7d5be,5.0,1.0,1.0,1.0
887,a827977ac31cb5d1f4720efede9bbbf241789993,5.0,1.0,1.0,1.0
888,814625b539d36d57cb06f412714ec31d7fcd23db,2.0,1.0,1.0,1.0
890,463889e27e6f4f097374a6c9de5611f520766dad,2.0,1.0,1.0,1.0
891,20d5d142a645600f28cf42b8e3336f7309897b1e,5.0,1.0,1.0,1.0
898,9cae85f5e26fb59e4436e0676a9aceb461f30c63,1.0,1.0,1.0,1.0
901,a456fe3d27b1fe502fe3d5fd21cd025e5bf64c22,3.0,1.0,1.0,1.0
903,a2a9b1eceb50993ef9e126dffc2f678fd6602158,1.0,1.0,1.0,1.0
905,e7390d7c52684ea338621eb3826a60e33a2bab9d,7.0,1.0,1.0,1.0
906,e3d50738e59af9e58f569e54ff8af1840bea906c,20.0,1.0,1.0,1.0
907,0be01bf297215e36fbcbe07fc838792aa7c963e5,8.0,1.0,1.0,1.0
908,2edd968638038375f43b5b5e591064b5a87424c0,1.0,1.0,1.0,1.0
910,80f6d910dc46f4df91a6f0a52d94e025c053987b,1.0,1.0,1.0,1.0
911,a3d97c9b192df8e9c6a041f9452b400070ce2d02,4.0,1.0,1.0,1.0
914,6218b88d2678523cc2f6f8e3ea1182c250d9684f,5.0,1.0,1.0,1.0
915,9c09bd8d896f8dcce14d0f032cb449a00a3e3141,7.0,1.0,1.0,1.0
917,69bf7ecea2f441aeed71b496d92e31c6a86d9504,2.0,1.0,1.0,1.0
918,3e7cf90213e789bdc13f2638cc9d8b9993d5491e,4.0,1.0,1.0,1.0
921,df6ba4f16170838482319f40ce1a2b280b9e80f3,12.0,1.0,1.0,1.0
922,2ff6fa8fafd6fa94029fa0558a6b85956930f1f5,3.0,1.0,1.0,1.0
924,493be55ac3d81f9c32832237288eb397a9993d5d,8.0,1.0,1.0,1.0
929,0d64b568fcd48b133721c1d322e7c51d85eb12df,2.0,1.0,1.0,1.0
930,f47c183c20d845af9d747fc1e5b7dbd9c3871e05,12.0,1.0,1.0,1.0
932,53e87f88b14c011692ab2cb8c8abc994bdd28ae9,4.0,1.0,1.0,1.0
933,3f4577bff8b8d03e56f1b62bedca5cd3b18f919a,4.0,1.0,1.0,1.0
937,d3f4caa355c1c9d2ce7fd3da88e2be37836323db,6.0,1.0,1.0,1.0
942,156acb166ea9a43d7fcdf9b8051694ce4e91dbfc,5.0,1.0,1.0,1.0
944,d875cf08391a811703f8adf39db598cac9ece6a1,1.0,1.0,1.0,1.0
945,37905ae131a728d90515bb9258f195edb6c5d5a2,5.0,1.0,1.0,1.0
956,ca7daea612b480ecf0fc5bd1630b88447fe73fc5,2.0,1.0,1.0,1.0
957,2b9b325d73dc092e1b888c381b98dde57d394194,6.0,1.0,1.0,1.0
958,a63caf13a8037a0e04b9ecabfbcf8e340f33ce8d,3.0,1.0,1.0,1.0
961,1b11b0cb799e5f82ca6391a23eaa8f41c7466cc0,5.0,1.0,1.0,1.0
962,5164d6aac0ed1b711a7b29bb556844e40f422ec6,3.0,1.0,1.0,1.0
964,bbfe0f37aee52d39999d5e475e1172a58f958a82,6.0,1.0,1.0,1.0
969,96101bd0bf7974686f6875c065a7a9a83cd2107a,2.0,1.0,1.0,1.0
975,6cc0cc4a35337b48e09c82c5f3fb83534884fca8,17.0,1.0,1.0,1.0
976,4068fe8b2aa3e12643db0ad5dd4bcf6755a7320f,4.0,1.0,1.0,1.0
977,f7b5964d4d0bddf429c44b457172891be000a3d3,3.0,1.0,1.0,1.0
981,2cf5a03cb29debb00681a8af1dfa9179b43404d1,5.0,1.0,1.0,1.0
982,20a7e25f4ee173785fded331d2af4b68b1ef5921,1.0,1.0,1.0,1.0
984,34b8fbd6cdb1251d7f2bb3645124148365c5089a,3.0,1.0,1.0,1.0
985,c300366b6b978fcb84f8eeb6205e5980cc0c40c3,1.0,1.0,1.0,1.0
987,208ba89b402d4f63a1352ae289fb8428cb92e7ec,4.0,1.0,1.0,1.0
990,c6c33e772407031bc3b7482296e400a0ea6e7b32,8.0,1.0,1.0,1.0
991,a5e5e12bd4ed5cd1123ace4300b5c07230fbf21e,4.0,1.0,1.0,1.0
998,8af9319198f04f10aa63f751fb0bfbf4f97be6eb,5.0,1.0,1.0,1.0
1004,bf11eefcb1dc1326341ebdc44566ad08bee3f539,3.0,1.0,1.0,1.0
1005,a1ce36c0e6d8eaefef6e60baf3be9d93fafadd7e,3.0,1.0,1.0,1.0
1008,1a35d9df80c0e45afd764f0214e41f27a8a2fce7,2.0,1.0,1.0,1.0
1010,13985b1f77d09623f4114ce2d57e69a027ed9a09,7.0,1.0,1.0,1.0
1020,0a9597b70c76234babf7650437578abaeb9259e1,4.0,1.0,1.0,1.0
1022,a1bf09e69f8e938fef85f18c117ac390a48f7763,3.0,1.0,1.0,1.0
1024,03c420010f4c5ded38bd0fc909ccadc25c82d080,40.0,1.0,1.0,1.0
1030,4346f9a01fe0846d1399292b53b24f6fde5bd2d9,1.0,1.0,1.0,1.0
1032,c04047eceed45ae210d020868672456c33cae300,2.0,1.0,1.0,1.0
1033,c72c95a064e55923c5dd050d099e51ac550f29a2,28.0,1.0,1.0,1.0
1037,5c12197939be10c117039aabc06830297fb6d6ee,1.0,1.0,1.0,1.0
1042,da80a39fc962ceca085ddfb7d63e00309b305f17,12.0,1.0,1.0,1.0
1044,0edd94887d19ad73539477395c17ea0d6898947a,17.0,1.0,1.0,1.0
1045,5228fb63a1060c4bb361df7d986f9bb025324e6e,4.0,1.0,1.0,1.0
1047,eca80394abc50abae9847b264b0a3120336f590a,1.0,1.0,1.0,1.0
1048,cf7b9a1e11993a064f445d332fecf22819b87a5e,6.0,1.0,1.0,1.0
1049,383d2fc96c1983f5cd7fca3a3b1c9b8d8ee0de66,2.0,1.0,1.0,1.0
1050,bb869368f36abecc427ffa94193439a05c0aac8d,2.0,1.0,1.0,1.0
1051,e0feca899c9785316ec67954f1a8e84102eaaca7,1.0,1.0,1.0,1.0
1055,5c34fdf48b9522ca87372b1fae19de8f93ffd130,3.0,1.0,1.0,1.0
1056,4cf090e10b7be0ebb0c4a06b93bd4cfaec1b6173,3.0,1.0,1.0,1.0
1058,2c10efbd070624b742068d8050f3e95d7e1d9375,15.0,1.0,1.0,1.0
1060,3fb250ed39b2f883b566826132e04626da5910aa,5.0,1.0,1.0,1.0
1061,6d91641613a66681d0b291e6f848107d289f70e8,6.0,1.0,1.0,1.0
1062,60c77d1adbff06e6ca568fbd874407f1ae23badc,3.0,1.0,1.0,1.0
1063,3deba0bcd818769eab2c108808543b863a2c671f,2.0,1.0,1.0,1.0
1066,4c2e33f00cbfd8ccc9921e5655b768eb54327bb7,1.0,1.0,1.0,1.0
1067,fe5e5e3a1627f2588fbdc3b554a54febf44395f6,4.0,1.0,1.0,1.0
1071,46e741f4105320875f70b94abaa1e6b089c6c354,1.0,1.0,1.0,1.0
1074,92859a5efdfa71f712ec1d213f43061965d3e9b4,3.0,1.0,1.0,1.0
1083,13bf283408077931ace05449de92c68c1cb55120,5.0,1.0,1.0,1.0
1084,3694bfbdb3bd5cf6632140c7f7fdf6f31d43ee66,3.0,1.0,1.0,1.0
1089,14485c57270e8f3de2a25abaf93bae5712c97e9e,1.0,1.0,1.0,1.0
1091,6cc6399c719d3a6ad6d6aa54a7f26f90b4bb171d,6.0,1.0,1.0,1.0
1094,2ec15a6fbe931a8e0b45a3b26f59b9eb2701b4d1,2.0,1.0,1.0,1.0
1095,651cd163ba038079fd4796f046ba77c216e22a2c,3.0,1.0,1.0,1.0
1097,9e7e78d8298bd487f7a0d2b0c62033b3841d03ca,4.0,1.0,1.0,1.0
1101,00e0d3c3d73f0f99aa6024d42a27f7257f7327dd,7.0,1.0,1.0,1.0
1105,290d4c23506545633878132860cc7d4fac0da23e,5.0,1.0,1.0,1.0
1106,e05634ee6c267a0417f72050c378033baca0687a,1.0,1.0,1.0,1.0
1107,38dcdca38739b95a29c6d03009c3f63b0d959398,4.0,1.0,1.0,1.0
1108,1ac06563434e5f3302259608d3589bf7002431fe,1.0,1.0,1.0,1.0
1109,f6853448667b3b3234331b22d34d7158b12237fd,4.0,1.0,1.0,1.0
1113,e16cb0a72fc291847adf10ec26b7879c69f12327,31.0,1.0,1.0,1.0
1115,2bc9e234658072145b63d1d364bac4c8e337c865,3.0,1.0,1.0,1.0
1116,4c23d8745731b1b54bb8eadfc42070d7f9893b46,4.0,1.0,1.0,1.0
1117,9f1c427d8093a97f356612c933f12f3b9f0bc9de,6.0,1.0,1.0,1.0
1119,00b28184b1f148a60a08ddc2efd220ec4da32726,7.0,1.0,1.0,1.0
1120,f1d9e4586e79e1fc7b26d1c567599a904013f199,2.0,1.0,1.0,1.0
1122,ea31ba359c55e0734ff895692185d4c50cf0c537,4.0,1.0,1.0,1.0
1128,67c3c5e28e9bc1dd244829ba7eac8a446da96ff3,1.0,1.0,1.0,1.0
1132,a3786a5ff7551d03029219f93306106d0a6bdf55,1.0,1.0,1.0,1.0
1133,cf3ace79c065d65e9636f719a9df1382725410e3,45.0,1.0,1.0,1.0
1138,b5bed1b6e117b5a29a71b052d6f96f948b44a50a,5.0,1.0,1.0,1.0
1139,684b4ac14f4306c877834a8daaf0f0665128eae4,24.0,1.0,1.0,1.0
1140,a8e25c61546bdc30d936bc0f4fd3a7cb594490c5,1.0,1.0,1.0,1.0
1143,95cc7baa7f19e191b4790d144b7cbe47369cfe32,1.0,1.0,1.0,1.0
1145,5f9001dc4221a3d63e2ad5f6d5aef159c2734704,2.0,1.0,1.0,1.0
1147,07d0e554b5d10522b4cd6448108c0ad16403fea6,3.0,1.0,1.0,1.0
1148,71cd03b0044183843318bfac0b6ce5868a96ef34,2.0,1.0,1.0,1.0
1149,abe5b47c3c158b682c8ed7becd59249d6d19938c,3.0,1.0,1.0,1.0
1151,c943e13bd2bf4c344c3fe43ef39f07b57eff715e,2.0,1.0,1.0,1.0
1153,c93f5463e35a95c8cad5deb4ad5d32b0eb913abd,3.0,1.0,1.0,1.0
1158,1d93b850296339082b7ace26ed20385d3bc5e2c6,4.0,1.0,1.0,1.0
1159,a9a3cac6908a86ada51ab12f7eb39d0313814d23,2.0,1.0,1.0,1.0
1160,7ed5ff82c2f06965652f8d1a17c427ba8d363b92,1.0,1.0,1.0,1.0
1161,435263702ef0fc9ffdc6301a71c03b1d9ac0f1e0,10.0,1.0,1.0,1.0
1165,8d4cd9c8e2596e28cb9e13e2e20a493cb082283a,3.0,1.0,1.0,1.0
1171,505942151da6310df05213413d4ebd10bd5fd450,3.0,1.0,1.0,1.0
1172,aeacb6fd30c800e8229905eac7023777a472d772,2.0,1.0,1.0,1.0
1175,288ffc73f6e9be6334ca491994cc01110bebfc96,3.0,1.0,1.0,1.0
1176,04697f7b61b07aedf6fbf2bba73f07b231e44d6a,3.0,1.0,1.0,1.0
1178,adccff34de1ef81564b7e6c436f762e7a1caf807,1.0,1.0,1.0,1.0
1181,44fd6c0266d3ec752be1bf003015544ea45f473f,2.0,1.0,1.0,1.0
1182,04901cea2192ae2ea5a65165ed3174187d19d5c8,3.0,1.0,1.0,1.0
1183,c89fc9ac88ad99c0e629204d1b62af57367fd32d,5.0,1.0,1.0,1.0
1185,29d7b331c73c4f1a8b3f7f4a94abe4eb834be351,1.0,1.0,1.0,1.0
1187,0d76d6e8b2507983a2cae4c09880798079007421,5.0,1.0,1.0,1.0
1188,8bc47ec6efd4d447f3502d9f9d41fe440cd5854d,6.0,1.0,1.0,1.0
1189,7d5b1ed89bbb3614830c96420050088f3e0fb886,4.0,1.0,1.0,1.0
1196,3d7ddd540b4c2d24c6a3e7a52c083a0c31e6151c,2.0,1.0,1.0,1.0
1198,21ba005464a95e2ac57e13d035d11d29f483738a,3.0,1.0,1.0,1.0
1206,4217c7b529af3abea090d875f0ef133ed2d44285,10.0,1.0,1.0,1.0
1208,4700ebd1c355102f711dbf49ce7b22e943b1132b,8.0,1.0,1.0,1.0
1209,2020002a878403a6858868d85a43623f74859dba,1.0,1.0,1.0,1.0
1211,b0795bbf6dc6bd0a7a37d9d1ef4558e9e2b0acd6,4.0,1.0,1.0,1.0
1212,832b404ea0f48a57f1099327cd3137e9a6a51f88,5.0,1.0,1.0,1.0
1213,bfe40b79e9158f45be087a961da0454681e8d9fe,1.0,1.0,1.0,1.0
1217,fc0cb7d166f3c8a318d8b0c9580cfe12fed9234c,6.0,1.0,1.0,1.0
1218,18c94a043d6a466938f13761081a5cbee802dad1,1.0,1.0,1.0,1.0
1219,acdd1b8e681405beeb1f73333947fd5a42b871e9,5.0,1.0,1.0,1.0
1220,1fe58a875e4bb08125c657b1b91ac515d2bdbcbe,1.0,1.0,1.0,1.0
1221,0d6ef0688d8744454646298b85336407be05e309,4.0,1.0,1.0,1.0
1224,d3ae255068b8b2db0b51ac8c91d0f715f37d0d2a,3.0,1.0,1.0,1.0
1225,f7aa23cb8dba96b92f46e47101d360c5e0fa4e3b,2.0,1.0,1.0,1.0
1227,1d6a5e4ce883be40c05dc4080d24fab0b432a9ec,2.0,1.0,1.0,1.0
1230,b9c0a92a9aa953e5a98f2af2098c747d4358c7bb,1.0,1.0,1.0,1.0
1233,20e11c2d1c8ca49829ee9e5690adc89488e5da31,6.0,1.0,1.0,1.0
1234,756d36790ad0fa221af650095fa52764474854b7,3.0,1.0,1.0,1.0
1236,4058937a40f73d46502f6042f87bc90f99bc36fe,1.0,1.0,1.0,1.0
1237,6eebf2de9e315dbad4f5f5d8f9faa249a38f5f09,3.0,1.0,1.0,1.0
1242,42d772101274492ca15258ea346e6ebbc2bc9bd0,3.0,1.0,1.0,1.0
1253,cf2eb6baaf426337ee2f539f4349d193b16e4ab6,1.0,1.0,1.0,1.0
1258,39375334a1c18f63faefeebea74363a705b87f0a,1.0,1.0,1.0,1.0
1261,7c19c1e80d348a5c79b65f9fc3d54bbbeea9cd0f,4.0,1.0,1.0,1.0
1263,4e4acff7346e87f9d1282b1828198bcb5a6db8bf,2.0,1.0,1.0,1.0
1264,fcd3c5bee16a2c3c9cd6c4cb8e3e093d458d9f86,5.0,1.0,1.0,1.0
1265,71f46340738322246285a40e25c1c3457a7d986b,5.0,1.0,1.0,1.0
1270,7e2a10836c0455cb3ca397f89b8280496148d571,3.0,1.0,1.0,1.0
1272,7e43d4d255588360d5cf7a2113babd9d9d34465e,5.0,1.0,1.0,1.0
1274,3354f73b24c6d392ed7fd5583cfcc7604c1934ae,8.0,1.0,1.0,1.0
1275,627ef6ea9a0678b1ad74d01c6ff3f5fbefa41a42,6.0,1.0,1.0,1.0
1277,92b80eb33c52583b48ed289bd993579b87b52d9a,4.0,1.0,1.0,1.0
1280,27446442a810f29d0fa97356bbc11f45e7ecfa6e,7.0,1.0,1.0,1.0
1287,a591989a7c162587f24305c3fe3bd8f055ed3329,5.0,1.0,1.0,1.0
1289,939d902d0de58982fc95b04c5cd37c5e30ffe46f,10.0,1.0,1.0,1.0
1290,0b6c0ad3cfe6bc914af3ae595c9729e38f11a024,9.0,1.0,1.0,1.0
1291,0f1e126b8c50a479a9047654f8ceda5ccfaa0d8a,2.0,1.0,1.0,1.0
1292,87164cc5723329565089a999b6671bd214caf0a0,5.0,1.0,1.0,1.0
1294,e043046a5a29bebe7e9a68b92c4580e2888f8ed3,6.0,1.0,1.0,1.0
1297,1c147c83f3d663751d849cb97b5aba409f5867cb,6.0,1.0,1.0,1.0
1302,983988ec0a2499a5d31fdc96a1d2d7af2b3609a6,8.0,1.0,1.0,1.0
1303,49339ccae5ba361b62e829886117dbce4b77194f,14.0,1.0,1.0,1.0
1307,612cd9e87496cc34c29ff3a3c0adb52cd816c3b6,3.0,1.0,1.0,1.0
1308,7d10f4e0797597a31f2724b46e619ee10d8eb501,1.0,1.0,1.0,1.0
1312,b81d67a50c0f3021d170466388bec3e7fc3abe75,28.0,1.0,1.0,1.0
1313,5f786595a291092d20fafe10c5a30378971a8cc3,4.0,1.0,1.0,1.0
1314,edf8875f21c34102be54becfb5f435f0b7ca5a65,1.0,1.0,1.0,1.0
1315,f755bbbf1f9f180aa61eb730d638b62e225bfc10,2.0,1.0,1.0,1.0
1316,f9ce5ccfd97a61ed318eb52cbb358f1aa826d82f,11.0,1.0,1.0,1.0
1321,8ee2b78a444c6715e873486794b5c4af705cd975,4.0,1.0,1.0,1.0
1322,35b123e2f701b28977db2cde7dbbdb3fad28cad1,2.0,1.0,1.0,1.0
1324,0401b42d8bf8c929c77bd9e77615284d154a3174,3.0,1.0,1.0,1.0
1325,cbf330b94e9c888e9d2b99523037f9be5c4ba795,12.0,1.0,1.0,1.0
1327,c2a946e07f9776ba5a73c37087c02e0e1830b5ce,1.0,1.0,1.0,1.0
1328,6465144c3d19ca1c2f5fb1dd12d0a6496254c85c,2.0,1.0,1.0,1.0
1329,4cdd641dddd0ecd93f7b84fc3622df83937f6094,3.0,1.0,1.0,1.0
1335,a48a982a6bd3896274dd643397c72da9258411e2,2.0,1.0,1.0,1.0
1337,8d879de89807d82bc4cc3e9d73609b874fa9458c,2.0,1.0,1.0,1.0
1338,e786f6bfd62e4da8c07c8e208a881c2b855a534a,7.0,1.0,1.0,1.0
1340,a2f9dc55345baff05378c23de6e9e026f6838556,2.0,1.0,1.0,1.0
1341,685cc47174f730e68867d83b7db5e36283255e6d,5.0,1.0,1.0,1.0
1343,74ff87997fe28b58ddeca7b9294a868b1ea66668,4.0,1.0,1.0,1.0
1347,68feaa6b8bc537de1d02732fb1b74fe5433ceff1,3.0,1.0,1.0,1.0
1349,6da95e1ea8e2492530eac9c51b293226e3f4ce94,3.0,1.0,1.0,1.0
1351,da34d4248bd2013ee64ce51e63ec0ebd1f32b46c,2.0,1.0,1.0,1.0
1353,4cb56b685617732733d4d9dffbf8c5a81d4a0c71,3.0,1.0,1.0,1.0
1354,b29582b15ff4049de5780e27a28ed7b3ded3f969,3.0,1.0,1.0,1.0
1355,022d917d9621ee79e6f6782fbddd582b8f941024,6.0,1.0,1.0,1.0
1356,1ee7eead7071efc71f3dde214f215dfb820069e1,7.0,1.0,1.0,1.0
1361,ddf5a2c1cb62a2ce4e6d9104998df2d3eae8923e,3.0,1.0,1.0,1.0
1362,27dff4e04199cf0ecf06239a26d0d225d3c046e9,1.0,1.0,1.0,1.0
1364,f78729b40a01a72b189a0618e1cf58facb68c129,3.0,1.0,1.0,1.0
1366,2dfc96719187d3cb632922a9455abd008db467eb,4.0,1.0,1.0,1.0
1367,35697a0d99e142b795f34f183df859387068a72a,1.0,1.0,1.0,1.0
1368,586134a84c0e3e503d2e65a117e2cb06f376aac8,5.0,1.0,1.0,1.0
1370,24d9b755ab2b44ec56723cd8e6b578985a1f1c76,3.0,1.0,1.0,1.0
1371,b5091b552a9fd7c45f9f8f4efa23bc78af0553cd,2.0,1.0,1.0,1.0
1373,7ee8095bfe1d61ab4a59f5eff14d833ff90c0b38,4.0,1.0,1.0,1.0
1374,fea3cb063bf9b9d6b4efd5c973217a708812f5e2,8.0,1.0,1.0,1.0
1379,e3854b6e25d1b092c30c5f81a04fe6fc839b1e26,1.0,1.0,1.0,1.0
1384,e16a48845deefc417738b22a801e94486abd1d6f,1.0,1.0,1.0,1.0
1385,631d464d3d5c2e3b38da96e08139270f7b8274a6,8.0,1.0,1.0,1.0
1386,bac829430aa66cb12dd0dc9762721bd977a28278,1.0,1.0,1.0,1.0
1387,e5a98fc25a4f688f01b073d9fe0bbccc7807ab8e,1.0,1.0,1.0,1.0
1388,e642df6a0be93316c0a886766057c4cc510c123d,23.0,1.0,1.0,1.0
1397,e966c8ec0cd2ff97ff1d87c381e27da3c086ee35,1.0,1.0,1.0,1.0
1400,ca3d253eb9676ffc1bbe616b485826f337c7a616,9.0,1.0,1.0,1.0
1408,3b7a3dac9204d1f1b5e7c314dbacb372a93b7c99,3.0,1.0,1.0,1.0
1411,3432a2e39742ebbd8b01890a742bd45b219d5d8f,2.0,1.0,1.0,1.0
1412,ef87c5d6a11af45c31910728e46642e77aa8db61,17.0,1.0,1.0,1.0
1414,4808c35e22a81beec8f36b1a22793e5b153d7a11,3.0,1.0,1.0,1.0
1416,76832d8416430d6dd0575579ca1e00d1a790f4cb,1.0,1.0,1.0,1.0
1417,e2ce5049776f135b61fb87e9f8fad661f1d3c7ea,5.0,1.0,1.0,1.0
1418,a1408379ba9d87d66691835c7cdc2645793e311a,3.0,1.0,1.0,1.0
1426,3342b9680fbd6535f65148f5e95e581bc75be9cc,1.0,1.0,1.0,1.0
1428,2166abebc55843409327ddf6cc424cafadd33a30,2.0,1.0,1.0,1.0
1430,bba07c133f668d64378d92e1f536df618e640ba6,7.0,1.0,1.0,1.0
1431,6dd0d0e1ae7f3e129c6943cd351d47d194bde238,4.0,1.0,1.0,1.0
1433,cdbaf3f67279e7ee531c1be6da53731461a74237,4.0,1.0,1.0,1.0
1435,a06487242467aa9511470f1f92184ae1a9149d37,21.0,1.0,1.0,1.0
1437,773adff8e983cba1f5844c3be3be224ca6645f26,1.0,1.0,1.0,1.0
1438,759ce23b62c4ba1aa467fe5eb12bc9f95af606fe,1.0,1.0,1.0,1.0
1439,2d6e75e894f355109d1f256cfdcfca9aafa90b9a,26.0,1.0,1.0,1.0
1440,ab30f78c0afbb86584144925e25c7ca68ba9a91f,15.0,1.0,1.0,1.0
1442,eef6c808d3828d55334023c13c96e1ca5cd1008b,4.0,1.0,1.0,1.0
1445,7c81aafaf059b81ead2330bc13db78269ef62612,9.0,1.0,1.0,1.0
1447,52fe51f8523751da0e79c85350c47eb3bb94da5b,3.0,1.0,1.0,1.0
1449,5f0163a5ee9cc7c59751768bdfd94a73186debba,3.0,1.0,1.0,1.0
1450,4ecc8c066f3cecb55807644a01435084d8ed638a,8.0,1.0,1.0,1.0
1452,47b67704a1f72700e374ad5a50b9ce9c0939eed7,3.0,1.0,1.0,1.0
1454,808cbb68de49b8d9d72f9bdf28251c8a87c96f39,3.0,1.0,1.0,1.0
1457,d3fe22fab76ef71da78971dddab7545f5591e2d8,3.0,1.0,1.0,1.0
1461,c08448173545428ed9761308fbaf90f8be7498c5,3.0,1.0,1.0,1.0
1463,00133ffbf150bf145a946b3f4ee7031503e9751e,1.0,1.0,1.0,1.0
1470,ddb0b34f1345e1fec60f168bd99c487699f65212,4.0,1.0,1.0,1.0
1471,82d28561b7e01eccaa36b06c987045f08a77b4f4,1.0,1.0,1.0,1.0
1475,e9196d238597da0189b035f37c473c411275b0dd,3.0,1.0,1.0,1.0
1476,16a8ef2751801346f1f76a18685b2beb63cd170f,3.0,1.0,1.0,1.0
1479,f716168b8aee528cf685246f0e7247aa0d08b79c,30.0,1.0,1.0,1.0
1482,139097a0a7cf0f63c1806cdca197f22b6f48501c,2.0,1.0,1.0,1.0
1483,6223011fb9f90fab92635f1f782196cbd2ccf24f,3.0,1.0,1.0,1.0
1484,30badc9543490f41497c42f004db02f1e8a29341,17.0,1.0,1.0,1.0
1485,b0fd0d235df2b3cf8e5e244e301614092a9c317c,1.0,1.0,1.0,1.0
1486,2e363be0aa776f8ec19484e9c5e2d2beb68d7702,6.0,1.0,1.0,1.0
1487,6806be3184132451a3e10cee7a52f0a8e9c4cea9,4.0,1.0,1.0,1.0
1488,25fe24f884015ba2e1e39376deb055bbbdc5ba83,6.0,1.0,1.0,1.0
1489,781b0203423c228b100aaaf169c77b2b556f8a49,89.0,1.0,1.0,1.0
1492,ab99cb18ae5cbb93f650ba7bc305aae6155da880,4.0,1.0,1.0,1.0
1493,62c606978aa028260f88d0dcb9834bbb7a42b048,1.0,1.0,1.0,1.0
1494,2492c6e6454ff3edb11e273b071a6ea80a199c71,2.0,1.0,1.0,1.0
1496,0e6d8cad448bde3d846961bb43db15daae94562e,2.0,1.0,1.0,1.0
1499,7b6b948fc0d60a704c15b1cd72345a98e759dd62,1.0,1.0,1.0,1.0
1504,261fa12be074f2731f727bfca372c9f727060196,3.0,1.0,1.0,1.0
