,commit,operationsSum,hunks,fileN,type
118,a25cc43ebb9cdf1cd9623fcdf5009e0a72288f69,8.0,1.0,1.0,1.0
121,0e48a3e8f616026195416e5d61c6cf24f686c2d8,3.0,1.0,1.0,1.0
122,c688d6211f57e1f6f8aaae5522a9223247febbd6,5.0,1.0,1.0,1.0
123,f9d1293b3c635f5224f7445acbe01672880a4945,6.0,1.0,1.0,1.0
126,20caa14c59dfda3f4be75530e08e439ad2e73580,2.0,1.0,1.0,1.0
130,22119901621f0aca1fefbb5e7100d76d1879ac16,8.0,1.0,1.0,1.0
131,04d8a9db89f00dee78d792d094dc573784ead643,12.0,1.0,1.0,1.0
133,5c6e9bf011bca072648017477b0fe36402be1415,2.0,1.0,1.0,1.0
138,6b9f53bc102d4e61b73c13f661de4a1c358768c1,1.0,1.0,1.0,1.0
139,8bf554cafdc9292633af89b3401f2aa62719b591,12.0,1.0,1.0,1.0
140,75ac9a28a0c6b818ba1aba874b6b3ae17241552c,2.0,1.0,1.0,1.0
143,f6281f6684d613948e7b9f0bd956488bb33993ab,1.0,1.0,1.0,1.0
144,4dec7d045d6d20afe794adbda5b6da2fe5d63a35,1.0,1.0,1.0,1.0
145,9abebb8a10ce93db45327bd3a4d06801e6db92f2,4.0,1.0,1.0,1.0
147,a2bf91b5b8de0be867d4ff3b2533c6449149098c,1.0,1.0,1.0,1.0
148,b44483e7be1a713ed1f522696dc48909487fa794,10.0,1.0,1.0,1.0
159,103671f4d99231705a9c7aaadbea7aa11e1c262f,2.0,1.0,1.0,1.0
166,16ceb7283987d8d7cad260bacf49f4197c625504,3.0,1.0,1.0,1.0
167,179542a548f37e1366f7afb7a088c965a2adf7d0,36.0,1.0,1.0,1.0
169,c50d5cd235210abffa1e88affbead1adbd5f294a,8.0,1.0,1.0,1.0
171,67e123ff0e9a71fcf19f83827d59f73076f5bd1a,9.0,1.0,1.0,1.0
173,b76c0e95ab0f535e210df588b8ac42dd75b31c75,3.0,1.0,1.0,1.0
174,043c4789726e6abb5be6115cb054af4926481952,1.0,1.0,1.0,1.0
175,f75a33aeed0776f52da05276c2ef98e16d680a6b,3.0,1.0,1.0,1.0
177,150a1363680b93703883a0d193756d620666031a,1.0,1.0,1.0,1.0
179,1c4bbfd1c9f25bb35f82641d02ecd0299cfa809c,1.0,1.0,1.0,1.0
182,1a94ace406ad6befab73ac62f254c39599617c90,8.0,1.0,1.0,1.0
183,4d83fcf8d615e44ca3ce1ac5766ae121ce08161b,12.0,1.0,1.0,1.0
191,b6725b058d02a2c84743635514684342cfaadd6b,1.0,1.0,1.0,1.0
192,0a9abb1e15aa64fd79beb73441361e772daf234d,5.0,1.0,1.0,1.0
194,c3491eca37fe1e333c7daf48f00df1efadc71b0b,3.0,1.0,1.0,1.0
195,1b9faf5e66bae8428a4ccdc1447d5399d1014581,4.0,1.0,1.0,1.0
198,17db84eba18eaa20fab687bf38418a2286cb085a,2.0,1.0,1.0,1.0
199,d4c5725d57323e2348940fcc6416072671a9b432,3.0,1.0,1.0,1.0
200,17a9618e984234fda167ea5e07eae6f4f2ea2186,12.0,1.0,1.0,1.0
206,97b55f6a4607cc459da0e857b03f90f3667338f9,1.0,1.0,1.0,1.0
207,3f317c9faabc546a503bc62e806fa2e8e93e76be,1.0,1.0,1.0,1.0
209,d662fc82dc745ee24d518b0fde5a6a19758092ec,5.0,1.0,1.0,1.0
217,bc7c85e501d47a26d6659c94a1cdc02ec2dc4b3b,6.0,1.0,1.0,1.0
218,e8c75e2c1c6965d071d50620278df78f65cfe082,1.0,1.0,1.0,1.0
228,7d2fa71048b85c29a3265a6ed3fae3a568aae49e,2.0,1.0,1.0,1.0
230,f3c73649828397ca6bae88bcb8cd70bbcbb65b18,5.0,1.0,1.0,1.0
233,c60b89aa3640ac4eb279213d93828a8100acb6b5,3.0,1.0,1.0,1.0
234,371d5b653f2005267cc482477bcab21cd155aacf,1.0,1.0,1.0,1.0
239,d544d273f398a40f71012cfd165dba6ef73690c9,19.0,1.0,1.0,1.0
240,364ea44b24deec90c1ba88dc427d5bc4864096f5,2.0,1.0,1.0,1.0
244,3557aa4f7ddaec2903532595d2caccac32a5bbeb,2.0,1.0,1.0,1.0
247,00f687292568c8fb1609a63ac56f3c88b91c1084,3.0,1.0,1.0,1.0
249,51b971b1b93ab5d1d2e9205c9752c8ffbbcfe303,5.0,1.0,1.0,1.0
253,3163e4cd16584a461e89bf0abbd410f40fd2286f,3.0,1.0,1.0,1.0
254,23a9d5dcb6ae114733fac4757b0b154571c21129,1.0,1.0,1.0,1.0
255,27ba1d56e1e150294802f0dca8368abc51a664fb,3.0,1.0,1.0,1.0
257,6e686d777df8ef8f01a61c98cc94667054778c10,3.0,1.0,1.0,1.0
258,26aab2b14cfef377e8a339348d8c5057bcba30e8,4.0,1.0,1.0,1.0
259,33799a6d1aeb892862d5f69ee87195becabf8d0c,12.0,1.0,1.0,1.0
260,35c41db8f9ca76d7ca3cdc9003ac5a53292026be,1.0,1.0,1.0,1.0
266,ceee26c0e09ee6df22563bf01aa6b29bd1e5c0de,5.0,1.0,1.0,1.0
267,574502caed4c11c7bbb6b4532a8bb544f626f2dc,4.0,1.0,1.0,1.0
270,a724b4369097897db45d61108c0e976912e586c7,1.0,1.0,1.0,1.0
271,1c0beb27443c98257a5bced2978f2556f2ae1709,1.0,1.0,1.0,1.0
272,c62d8437aa50cfe996c5a5f8d62387bf9741316f,20.0,1.0,1.0,1.0
273,b3c8c82b48968fa816922114e259620921c3a29a,2.0,1.0,1.0,1.0
274,8e80fe16092464a145dccaf65863cdcc0c5df305,6.0,1.0,1.0,1.0
276,5b236d0fde21d88351420ef0b9a6cb7aeeea0c54,8.0,1.0,1.0,1.0
277,55bbc4ffde46c5797feb872721ca4562c6e8fce4,2.0,1.0,1.0,1.0
280,07d45f126712fea3a9f44068bf65e0a26a162286,7.0,1.0,1.0,1.0
281,f85de2d9e24ee0b286ae54434f405d4a22f565f0,1.0,1.0,1.0,1.0
285,a692838dcaacb5f6f05fac73abb99d92dd7b1021,12.0,1.0,1.0,1.0
288,f4ea80a6026a09aa0b59ec7443b901660f390550,1.0,1.0,1.0,1.0
289,c88452f16d4d283c735117b953f9f2ab10218799,1.0,1.0,1.0,1.0
290,20b739fef0d3c32829e56f7c1a1ecccc2f61a73b,1.0,1.0,1.0,1.0
292,f2b86781619c0822b4e0b561ef9aa499b5ed76ff,1.0,1.0,1.0,1.0
293,144d2fe0ad371c940063ab2acca81a2915bcef3d,1.0,1.0,1.0,1.0
296,58268e58e63550e24dee7d6125078ab2a2a22272,4.0,1.0,1.0,1.0
297,139737983db450b956930134eee755d36782c986,3.0,1.0,1.0,1.0
298,6cc93183eef9ba0eb6e9989c2e3744904287a95e,4.0,1.0,1.0,1.0
307,a843311d87b69540641d491b97b328309d3a28a1,2.0,1.0,1.0,1.0
310,43a2bd42d077de6ad40b00a2abfc4677e24d239c,3.0,1.0,1.0,1.0
316,4a0721bf84da588bec013220f74563add71c0bbe,2.0,1.0,1.0,1.0
321,1746fbe5656b1b10064913b9293a4590ec0b7f27,3.0,1.0,1.0,1.0
325,41d98f584f03660324f078fd812342a1e75edd6d,6.0,1.0,1.0,1.0
327,ffceff44e45c29943286428d246516e8e9d093d9,4.0,1.0,1.0,1.0
328,5acb07ea802c3a06bbe22cba32fbb8eb97b6b3ae,6.0,1.0,1.0,1.0
332,2541aa799ff711fdd85dfbced58ea815a5968674,1.0,1.0,1.0,1.0
335,b1cbe7d6214042a6f08da7295757023938bcfdac,8.0,1.0,1.0,1.0
336,83eefabf9b596b8237cdcc385bff67f70d1e5a2d,5.0,1.0,1.0,1.0
340,6d9b6f424d0806e2a7f3e7f0a74170ec3ad30443,2.0,1.0,1.0,1.0
341,c89ca085a5b287acd3bbf35d4cb6be392ae0798f,3.0,1.0,1.0,1.0
343,621ab40df94c00e197bb06d9b853dce9a47139c6,10.0,1.0,1.0,1.0
344,62b497d85bf3896a7caaf244966e5288fb2e3b39,5.0,1.0,1.0,1.0
345,0feae20091dd4a1c79e085ce1c0572affdbe6247,8.0,1.0,1.0,1.0
346,b265158399ad825411f3d471cacc46b00d0e4841,9.0,1.0,1.0,1.0
350,e4e29dc4841d21943bec1bc5378ab421d2320d83,10.0,1.0,1.0,1.0
352,dc0961bc816b9365cb37a68b34e84b625f7c7f0f,1.0,1.0,1.0,1.0
355,68ebb7ce395c6d8ca99163911ec384853d4f88ad,9.0,1.0,1.0,1.0
358,85b4260ddfed16b0069262a2a843fd59562a2ee2,3.0,1.0,1.0,1.0
360,0a69bb4691662054596f48b9a1cab8f9323442c8,4.0,1.0,1.0,1.0
366,e4a1c3f88e6530b3128a361f8d869819e922c3a1,8.0,1.0,1.0,1.0
372,a7df5c5e52a545774c4db1f2adf09ede018ab139,1.0,1.0,1.0,1.0
374,ba6c4033b9db22cb54e7e03dae5b624b7b0ffaf9,4.0,1.0,1.0,1.0
378,741ff9661337231233cd675df7726ffafe13c960,12.0,1.0,1.0,1.0
381,813923b1a21b73f3068d89b817a86bea5371108c,4.0,1.0,1.0,1.0
384,851dd75d64dbfc9a97d5109659e82e95d6bbe5bf,4.0,1.0,1.0,1.0
386,0791a5f8ab5082d2726d99f3b21036d438c11424,3.0,1.0,1.0,1.0
389,22d2666b7c0e66cf71e57d4b8b9a3654a6417415,2.0,1.0,1.0,1.0
391,8668984f8129d5ac7a90c6c0348e8ed4207fc145,7.0,1.0,1.0,1.0
392,ff8147fe71246b81a48de5f37041b026b57d60ca,21.0,1.0,1.0,1.0
394,fe7007719742e4c0c1255e2f45bdd4ed97afc369,5.0,1.0,1.0,1.0
395,6f3a59ac999457393f3e0320703397c3354634b8,3.0,1.0,1.0,1.0
404,9ec855cc9e17fe111e1f868027a75ac7ae849997,1.0,1.0,1.0,1.0
406,f15a8e9a14196bad904d040e7b587bdf76ad35ed,3.0,1.0,1.0,1.0
408,8d1fe5eaa3b796609a8e2b7dad2480e623c19819,1.0,1.0,1.0,1.0
413,56130915bbe31656c80f7493d28536693f8de0e2,1.0,1.0,1.0,1.0
414,0f9a7fecf2514cd5cb14be8e9aae3556c403ff1f,6.0,1.0,1.0,1.0
415,14f63eeecfa3ca092f1c83755303161e53a9c641,5.0,1.0,1.0,1.0
423,c9a6ffa6c09c744a5f2521aa96eebf0557365893,27.0,1.0,1.0,1.0
424,3c2f78f4fc63b3f971ea5a4c4885f4f820bb6e69,12.0,1.0,1.0,1.0
425,165989a5b667b90589f21c8affe496ad21f08591,1.0,1.0,1.0,1.0
426,250d07d1e782e68e9b2e7b637703b3739f0ec1b1,1.0,1.0,1.0,1.0
430,461f758ac0bad40fe8e0959f415dae38efa16c12,5.0,1.0,1.0,1.0
433,2b55732ad23fcc9eaec05acc21fd579ef8a9f38b,7.0,1.0,1.0,1.0
436,8263d57e376546bd5da42ea377d22c43239aa317,1.0,1.0,1.0,1.0
437,6512f5fb0a28e26f473085b890ada519e0f37d70,2.0,1.0,1.0,1.0
440,1721c69c3300f39ea63c7b551764873bb7ac83d1,3.0,1.0,1.0,1.0
441,7e8aa048989bf7e0604996a3e2068fb1a81f81bd,8.0,1.0,1.0,1.0
442,bc111d570ba87cff48ec8dfa15a2a598e59c0f4b,3.0,1.0,1.0,1.0
447,4b7d8358819da84b1272cdae29ace4680254a104,3.0,1.0,1.0,1.0
448,b17cbdd85f84c8323189416da6e9701d2793b0e5,6.0,1.0,1.0,1.0
449,60dfc629f8f7915e5411812ea0d009f5331577b4,1.0,1.0,1.0,1.0
452,e23afff94803e9735d4f0edda0c77efad8d408a4,3.0,1.0,1.0,1.0
455,c283661018e347bc72633969411974df8ec2ac92,19.0,1.0,1.0,1.0
457,e4d43781df4b7da0cb86987b25dfa425407a643c,7.0,1.0,1.0,1.0
462,6b38452785f3aef3f293389451d260bdc85c7955,8.0,1.0,1.0,1.0
463,fcd4d35ecc1636c8ac50e3a6266a620eb8ff0626,3.0,1.0,1.0,1.0
465,4df128341ed5728bc8d8f75709258967f8cc2f5f,4.0,1.0,1.0,1.0
468,72e121191c0b4bde8cd2cea24c0ebc9d70bf8037,1.0,1.0,1.0,1.0
471,6d73aef11760017c37e448d84595dcb44e1c3827,1.0,1.0,1.0,1.0
473,51ef74f6400c731827454d010b35b122103fe9f9,12.0,1.0,1.0,1.0
477,202cc98acf96de1c3897194e1ed5ae1c80c8b0f3,7.0,1.0,1.0,1.0
487,542f491542b0312f8b28e17a013f6f8f114bda68,1.0,1.0,1.0,1.0
490,343af6379e950266ee3d4f638a3ffe0b01b08eab,12.0,1.0,1.0,1.0
491,7b18ef08ba58a91bef7149e64443397cfc2523f3,4.0,1.0,1.0,1.0
501,12f2a7b900f0fa8e2f466630c8bc76444aaf9f68,4.0,1.0,1.0,1.0
502,92566e287d5211774f9466e35d7b7240532521e6,2.0,1.0,1.0,1.0
504,583bea6c40fa281a6735a717d1855f31f2c6b187,10.0,1.0,1.0,1.0
513,a354e0d8d2ce4beb61097eeac6069b41c0797ed3,3.0,1.0,1.0,1.0
514,da46cd9e12397ef609431b52e2ce5f595cff78cf,1.0,1.0,1.0,1.0
516,a6ddd2f1b99f1c00b4e00289b13c3e451c7130b0,7.0,1.0,1.0,1.0
519,5e1b887fa2d6e21995e7f9f55ab256cc8bae4a66,7.0,1.0,1.0,1.0
520,ab7af5c8d456103ea57c7e9e6f5b03162965e665,4.0,1.0,1.0,1.0
524,073bf172619612bd4bfaa0f59e694b5d1b2f4c49,2.0,1.0,1.0,1.0
525,6b36d8f6a2ef0e8d3bf52660554c476b926d2b22,2.0,1.0,1.0,1.0
527,302727b658d948b47ec69bdd9caefac3f7b10b5e,4.0,1.0,1.0,1.0
531,c6b7ef21098e9f6298e49ee59c28c6c1096faa07,3.0,1.0,1.0,1.0
532,a7c45b6c28ee65b148efc72c7b7afcd22a51e50b,1.0,1.0,1.0,1.0
533,11cc9f56a18d371634d07b1be7e8772f6f7dcec5,3.0,1.0,1.0,1.0
538,6469272c350872980891dbe38e81c936c43f2d9b,1.0,1.0,1.0,1.0
541,6753a971bef3d91f25571a5da24abbfd76459114,14.0,1.0,1.0,1.0
544,2696f495bdc046d84da6c909a1e7f535138a2a62,10.0,1.0,1.0,1.0
547,f858275869af5f2be58782cfaffcf56944bbfe39,3.0,1.0,1.0,1.0
550,b08f5bc40424a3c4b4c884257441141b23cfa795,6.0,1.0,1.0,1.0
551,2932c287108e2987454449b8214eae6db066da85,1.0,1.0,1.0,1.0
552,d187663ef24cd3d033f0cbf2867e70b36a3a90b8,2.0,1.0,1.0,1.0
556,0fc8f274aef03bbe85774ba30e75deb58e8a90ff,10.0,1.0,1.0,1.0
557,2ae3111eafd797e24cc390bb5ce6a8fa0deacdb2,87.0,1.0,1.0,1.0
558,caf0a5c9e153ecb46e6077eefdc9acb56538a6f8,1.0,1.0,1.0,1.0
562,acc1f3ede977bf189b332874beeadf48c01544c5,6.0,1.0,1.0,1.0
563,e916141c6889e2a35869d7057ef1cc5e5a2e86eb,3.0,1.0,1.0,1.0
567,873b4f189289660f7f35c1e65f52e7f437bf20c8,5.0,1.0,1.0,1.0
569,81a577034b000964ca791281a975f0ba9a9d7eed,1.0,1.0,1.0,1.0
573,d90e3a35e90af7f8beceebefc90e62eae237c5ed,7.0,1.0,1.0,1.0
574,3a1f7041ddd59ec3aceb042892f811cc76e05288,21.0,1.0,1.0,1.0
578,6678716751af24af09163aef54bbabb60c12e18b,1.0,1.0,1.0,1.0
585,6c0d48cb29c29b306ba3548afb45154d22eb4d78,4.0,1.0,1.0,1.0
587,60acb3891ff896ab28110c170e564ba5658b4aa5,1.0,1.0,1.0,1.0
589,4c9ba61e9e0212fd79da9a26f7b3d47de4a56a24,4.0,1.0,1.0,1.0
590,812e85bb224a088678eb315307d367d91d0b94e2,1.0,1.0,1.0,1.0
591,76f64b24e692978a90d3c2e8f57f3a1f0cd7172a,18.0,1.0,1.0,1.0
594,a3a1a6674f7fd6c0f7e673c4fc1b1aea3d8fce53,3.0,1.0,1.0,1.0
596,72a5f6a8df46fe61eb64be8e76e244e9d15b8a0e,8.0,1.0,1.0,1.0
599,b8dccc1b2e178c4d9702c30fadbadff0c093e3d7,5.0,1.0,1.0,1.0
602,d6584f3a08055688b2344eb26379fb2f3147ce91,9.0,1.0,1.0,1.0
607,17d95640034c4e0f12e5f1c9d1097d8dba6484ea,3.0,1.0,1.0,1.0
611,360298c11eb7f698857046bd9c52ca072f48cf1c,64.0,1.0,1.0,1.0
614,20f02d66f042f2b6a929519fd9ee62f77013ccaa,3.0,1.0,1.0,1.0
616,f7a9b36517d38cfa2213a346b154d2d7046ff223,27.0,1.0,1.0,1.0
619,6b281d830f09a4f58651839030b39571dea1b56d,3.0,1.0,1.0,1.0
621,d313cdde71ec9a5c327a515c37a0dca2cca00de5,12.0,1.0,1.0,1.0
622,5a5af730536fbf15fc354980cba2a0400afa6b76,40.0,1.0,1.0,1.0
623,edab421a57fbdb7f7b83fb494a48c47bc719a7f0,3.0,1.0,1.0,1.0
625,4644efabde172808c0a8b6e3f17e4c204a4e52e7,1.0,1.0,1.0,1.0
628,b6955a8f4350686321ccc4efd2b2333d91c5c2f5,3.0,1.0,1.0,1.0
630,0dad87fcb732691bfd3183acccda6709e1e759ca,3.0,1.0,1.0,1.0
631,6c9262aca679768aae52cdc6e4025936216f47d9,3.0,1.0,1.0,1.0
634,ddc0085e915f34fe56407dfc3ef2362f572d3a09,3.0,1.0,1.0,1.0
635,a03e33da5f1f10cc93bd5de140a131dac1db97f0,1.0,1.0,1.0,1.0
636,b9b1b3a8f7b76035140912bc9e3a325e58fc6d58,6.0,1.0,1.0,1.0
638,0220531a13b83d0049dcf1391a5a0cb10346962f,3.0,1.0,1.0,1.0
640,f37fdf3ff744bffc35a8f1b9d7d655d8d88a0404,2.0,1.0,1.0,1.0
644,5b8ffb5565a241c4cfddb15b5a7b2f28ce64dbf7,8.0,1.0,1.0,1.0
645,f5ed841ce75ca33f413c394110d6dc002c097b01,1.0,1.0,1.0,1.0
647,2e16341438c9eca15a2e0bb2ad8555bbdf24b86d,1.0,1.0,1.0,1.0
648,0327dab0e88b2f4be6ad7dcd5af86d085d2c0603,10.0,1.0,1.0,1.0
649,4d042654afb342386cb5c33e29843b76d598ab61,1.0,1.0,1.0,1.0
650,cc91ef0fd4904fc130aecea8603585a9c0fe8384,1.0,1.0,1.0,1.0
652,720a9717bcdad6fbfa22cde082c47fb969a22f6f,2.0,1.0,1.0,1.0
659,aa49312f297550ab7ff01f64f385f51cb797f4f0,2.0,1.0,1.0,1.0
660,9bbe91a1ea4cae20ff9f8f175c92e1e49b4296d9,3.0,1.0,1.0,1.0
665,72445af880dbcd41cffd0d7b78a8c74da093e9eb,3.0,1.0,1.0,1.0
667,b7aa4cc32c94c0f304e88bdcc996fef9c38f40d8,8.0,1.0,1.0,1.0
668,29d79ede4edc1661e24b918acbc9c42a4cd4fcd0,3.0,1.0,1.0,1.0
670,6c49d79381f4bacacdef50a1902c92833e765c63,2.0,1.0,1.0,1.0
672,a0c81ce08791d3892aacba341efa29fadf30beda,6.0,1.0,1.0,1.0
673,db7425b130cbcfaf468d3e45f8c5e1659f8d1fb9,2.0,1.0,1.0,1.0
676,f77609959ade7378eed8b03df4c248f6d44c7e15,4.0,1.0,1.0,1.0
677,36628731ec9ef46393d25d2fbdac40cc70c4d27a,6.0,1.0,1.0,1.0
679,bb55b327cb7638d5b5320c766950bfb328636e9f,12.0,1.0,1.0,1.0
685,7933aa5c75b880aad6fc26f2df1e3ee6c14f166d,3.0,1.0,1.0,1.0
686,bb78cdd4914df22bdf233a9cd4b554a1f6e39804,1.0,1.0,1.0,1.0
687,9d877fdbf3e76162c92e2e58e6993b133ee302fe,4.0,1.0,1.0,1.0
689,f55ac0655a6e42d8299b78c23ee70301f7956d5e,1.0,1.0,1.0,1.0
694,aa4614d15990fcbe93969dee600361d47d28885f,1.0,1.0,1.0,1.0
696,08ece35e7dcc24591e27089029f1fea14e76d1fa,5.0,1.0,1.0,1.0
699,c6ca52ad32cb9a4b9b331a60966ffa4d00ce3f37,1.0,1.0,1.0,1.0
700,e1dfefebaebf8b4d7c7a873b898a4ce9927a2fdf,4.0,1.0,1.0,1.0
701,36c7cf4de906b0953bbf0f77b99d89f666901589,1.0,1.0,1.0,1.0
703,5fa99911a346e1f95c7932ff99a76693037e7927,8.0,1.0,1.0,1.0
704,631c52737379f2f1e0b67fbb008107a9ea17b789,2.0,1.0,1.0,1.0
705,6a5d088a923854569e20eac4f3f569926d5911ec,2.0,1.0,1.0,1.0
707,1d6c4cca41840c82e6967a48137f622547244630,14.0,1.0,1.0,1.0
708,d486b94b2636ce169f7f2bb1a4a7973843cc72e3,6.0,1.0,1.0,1.0
709,e0897ae3ec720b1653d4ff9aaf48b532c276ab63,8.0,1.0,1.0,1.0
711,3898182b500fca6dbc2fa2fc1c16397dba1938c8,1.0,1.0,1.0,1.0
713,d0e992aa0270663872c56f07473a7f43adee5bd5,5.0,1.0,1.0,1.0
719,9084acf19bb98afb0ed90337fd39541103fe3494,3.0,1.0,1.0,1.0
725,3053814c1cbedb9d2802240f414588009706c74d,2.0,1.0,1.0,1.0
726,f53896608128f311b7c4982fa479ab7400be3164,3.0,1.0,1.0,1.0
727,4fd68ae1a558043a2cc4ea2faf7235e71c3241aa,1.0,1.0,1.0,1.0
728,aedd4fdf69293fc5379129294239b09da2a7c3ec,8.0,1.0,1.0,1.0
733,911fdb6ecad37cf64cbc46d839afb7973fc36a12,5.0,1.0,1.0,1.0
735,68ecfe2fe2e6c636bb7e2cf616e658e342e05362,3.0,1.0,1.0,1.0
738,e79017ddce8273514d24728523d17033bcbeba6f,5.0,1.0,1.0,1.0
741,03bce87ce99ae6611ad8c03d509b2da59d86183d,3.0,1.0,1.0,1.0
742,9d8fe1f788e64b90aa30dc100e67bf986ebbd803,4.0,1.0,1.0,1.0
745,d3be267d359f621782010cd4fe4e70c9ec1cd24d,2.0,1.0,1.0,1.0
747,1a52598c4b1d358af7ac562defd98c395842dbdd,2.0,1.0,1.0,1.0
748,e1e5762823be84cb97f629bdfecb97af3d187406,2.0,1.0,1.0,1.0
750,070a7cdfa4a0a799235d79e58e7b0b2d94dff190,4.0,1.0,1.0,1.0
751,07d22c23d63a3dc08083fec7ce26562b05e7d24b,5.0,1.0,1.0,1.0
752,0f8dd7517e1e33e16646143c92a689038020eb52,1.0,1.0,1.0,1.0
753,388f4308412574268d38010d877575f8caebad79,8.0,1.0,1.0,1.0
758,acd3750e572142bb45f056f1b5ffd5230061a327,3.0,1.0,1.0,1.0
760,5bd28f0701ca989629bfeae86e5167b54804bb60,7.0,1.0,1.0,1.0
