3,763
1,685
2,369
4,363
5,283
6,201
7,121
8,101
9,63
10,53
12,38
13,31
11,23
14,19
15,9
16,9
18,5
17,5
19,4
25,3
20,3
22,2
23,2
21,2
27,2
37,1
28,1
30,1
34,1
62,1
94,1
