,commit,operationsSum,hunks,fileN,type
5428,0420694dddeb9e269a1ab2129a0119a5cea294a4,56.0,1.0,1.0,3.0
5429,0ec0612a80f957000999c3f7b31a84e3558c719d,3.0,1.0,1.0,3.0
5430,3a4a2ea39f86c581054794c0a727597745f1084b,25.0,1.0,1.0,3.0
5431,f6c20c596f41fe6331cee2053b270bf12142b04e,1.0,1.0,1.0,3.0
5432,08ca0db8aa2db4ddcf487d46d85dc8ffb22162cc,1.0,1.0,1.0,3.0
5434,122661b67899980f1372812d907e73ebcfb3d037,4.0,1.0,1.0,3.0
5438,410cce2a6b82299b46ff316c6384e789ce275ecb,1.0,1.0,1.0,3.0
5441,ae84db9661cafc63d179e1d985a2c5b841ff0ac4,1.0,1.0,1.0,3.0
5442,1ca993d237a587be19dd58cfe27f1e9093291320,1.0,1.0,1.0,3.0
5445,c5637e5119c43452a00e27c274356b072263ecbb,2.0,1.0,1.0,3.0
5446,858bc21f0637c407601a05626854ae58b242f75d,2.0,1.0,1.0,3.0
5453,f12f98dba6ea1517cd7fbb912208893b9c014c15,1.0,1.0,1.0,3.0
5463,d4f7e650e55af6b235871126f747da88600e8040,4.0,1.0,1.0,3.0
5466,9bf292bfca94694a721449e3fd752493856710f6,4.0,1.0,1.0,3.0
5468,30efd8debd1ef30be342d374f01e993509f5b76b,1.0,1.0,1.0,3.0
5473,eff9a4b62b14cf0d9913e3caf1f26f8b7a6105c9,34.0,1.0,1.0,3.0
5475,d42c9e2c24f7e7897405b85816bdf4ac924881c0,1.0,1.0,1.0,3.0
5480,8997621bb2daaf19a4e9d82f118224159d8054e2,2.0,1.0,1.0,3.0
5493,3eb1b3a40722cbb46631db373af66d13d1e7ac81,3.0,1.0,1.0,3.0
5496,6b96d705f3cf435b0b8835b12c9742513c77fed6,234.0,1.0,1.0,3.0
5498,316a4d966cae3c2dec83ebb1ee1a3515f97b30ff,1.0,1.0,1.0,3.0
5502,ea7b44c8e6baa1a4507f05ba2c0009ac21c3fe0b,1.0,1.0,1.0,3.0
5504,c31407a3672aaebb4acddf90944a114fa5c8af7b,3.0,1.0,1.0,3.0
5505,dc5a9037141924c0867eb4a6e5220479dcda84f9,4.0,1.0,1.0,3.0
5506,070d329ae52e2fde341771d753a5b728145881f4,1.0,1.0,1.0,3.0
5508,2ed9926e16094ad143b96b09c64cba8bcba05ee1,2.0,1.0,1.0,3.0
5510,8333f0fe133be420ce3fcddfd568c3a559ab274e,1.0,1.0,1.0,3.0
5513,a21101c46ca5b4320e31408853cdcbf7cb1ce4ed,2.0,1.0,1.0,3.0
5515,bcf9dcc1e6269fac674e41f25d007ff75f76e840,32.0,1.0,1.0,3.0
5517,07bb084c9306107204ef5691d4ce6f61213af6c2,1.0,1.0,1.0,3.0
5519,777cb382958851c88763253fe00a26529be4c0e9,34.0,1.0,1.0,3.0
5520,0f087ee3f3b86a4507db4ff1d2d5a3880e4cfd16,52.0,1.0,1.0,3.0
5527,fd7cd061adcf5f7503515ba52b6a724642a839c8,1.0,1.0,1.0,3.0
5532,4012ade9338c05428162e85cc9b149dcadf1ce85,2.0,1.0,1.0,3.0
5534,100d5eb36ba20dc0b99a17ea2b9800c567bfc3d1,1.0,1.0,1.0,3.0
5536,c9c041fcb1a4d69ed4791f00b57554eeb341d148,1.0,1.0,1.0,3.0
5539,271f5a9b8f8ae0db95de72779d115c9d0b9d3cc5,1.0,1.0,1.0,3.0
5540,e448c09e5371fa23143923079e558fe86a746bc8,1.0,1.0,1.0,3.0
5542,63abf3edaf42d0b9f278df90fe41c7ed4796b6b1,7.0,1.0,1.0,3.0
5545,5ca0c34ae28344b6b4ca3036bc82f89c8db16a59,2.0,1.0,1.0,3.0
5549,99d4a8ae93ead27b5a88cdbd09dc556fe96ac3a8,2.0,1.0,1.0,3.0
5551,18d8217bc441630c3c5ec7416c5a65c69e8a0979,6.0,1.0,1.0,3.0
5554,0b6d24c01932db99fc95304235e751e7f7625c41,3.0,1.0,1.0,3.0
5556,b8a1fcee26126b566d9e28ba80c643a7a10543eb,2.0,1.0,1.0,3.0
5558,c320bb5f6dc0cb88a811cbaf839303e0a3916a92,1.0,1.0,1.0,3.0
5568,45c5c6828214605eaefa6755c47bd1a2c7eb203e,2.0,1.0,1.0,3.0
5572,ab5703b34237da7034800ec2466ceebf88a7e685,3.0,1.0,1.0,3.0
5576,17c60c6b763cb5b83b0185e7d38d01d18e55a05a,5.0,1.0,1.0,3.0
5577,59eed279c5daa88d95e429782ddb8ef87e52c44b,2.0,1.0,1.0,3.0
5578,80bf272468a8b63f5550304363e55c1ba06c13db,2.0,1.0,1.0,3.0
5579,1de63d60cd5b0d33a812efa455d5933bf1564a51,2.0,1.0,1.0,3.0
5581,ed12d845b5f528cc0846023862b9c448a36122ec,2.0,1.0,1.0,3.0
5586,80101790670385a85aca35ecae4b89e3f2fceecc,5.0,1.0,1.0,3.0
5589,3798f47aa276b332c30da499cb4df4577e2f8872,5.0,1.0,1.0,3.0
5591,f1efd9fe08a9ada843cd99f949a130555df045bd,2.0,1.0,1.0,3.0
5594,81e4e0c95d37d020e18268bdd58f208bb5259713,2.0,1.0,1.0,3.0
5596,c932b98c1e47312822d911c1bb76e81ef50e389c,3.0,1.0,1.0,3.0
5597,57a04513cb35086d54bcb2cb92e6627fc8fa0fae,5.0,1.0,1.0,3.0
5598,142d44c310819e1965ca70b4d55d7679f5797e25,6.0,1.0,1.0,3.0
5604,deb29e90221a6d4417aa67be971613c353180331,1.0,1.0,1.0,3.0
5608,5ff365fb6aed4c7ee5aae7b0239ce0b514aefabc,22.0,1.0,1.0,3.0
5614,2a92d5bca1999b69c78f3c3e97b5484985b094b9,6.0,1.0,1.0,3.0
5615,1e66cded334e6cea596c72f6f650eec351b1e959,9.0,1.0,1.0,3.0
5616,2fef62c825f09e29d2f52dc187ddf6f99e28c7f1,2.0,1.0,1.0,3.0
5621,d48bd977e0dd8c17081d12242bfc09d743ea0d26,15.0,1.0,1.0,3.0
5624,38f1df27e3191d76e983cb9c6b4392582fd32fda,17.0,1.0,1.0,3.0
5625,f059bca1c57f665211dc23de1fb31c1849b65c7b,6.0,1.0,1.0,3.0
5630,ce149a9406c104e7a361afae18a13d4eaa5c2429,1.0,1.0,1.0,3.0
5638,0eacee585a89ce5827b572a73a024931506bef48,4.0,1.0,1.0,3.0
5640,6fa283b07e708913aa5fb38a3a20ba7adc05ba56,2.0,1.0,1.0,3.0
5646,05dfa35e84331c6921ab394463069e9376f0bd76,2.0,1.0,1.0,3.0
5651,de82ff783bcb2b52353a7c99b4a8524ae739da73,1.0,1.0,1.0,3.0
5655,b33c25d6a62ac253caabda2b5f43258abff451c0,2.0,1.0,1.0,3.0
5656,52dfcc5ccfbb6697ac3cac7f7ff1e712760e1216,3.0,1.0,1.0,3.0
5659,bd45545f7405eab9093da84715f19c6385a57662,2.0,1.0,1.0,3.0
5660,885e77430d2adddfab3f2ca65e4d3e9f5d489c50,5.0,1.0,1.0,3.0
5661,10a4c735515a5afc317abe4d697a4c95f6d9d764,1.0,1.0,1.0,3.0
5664,eed6d67d9284f62aa19857564882017e4670d31c,6.0,1.0,1.0,3.0
5665,29cf7a30f8a0ce4af2406d93d5a332099be26923,62.0,1.0,1.0,3.0
5667,1c832b3e85b6ac35e5f113fa4204eb725c54794e,1.0,1.0,1.0,3.0
5669,f6e6e1b9fee88c90586787b71dc49bb3ce62bb89,10.0,1.0,1.0,3.0
5671,469dd1c4ac0869cf7d1f87eac9b5a93865c10b76,2.0,1.0,1.0,3.0
5675,1a30fd0dba778f7ef1a6254989060a141fca8e23,8.0,1.0,1.0,3.0
5676,9728c0814ecb505546696a659858fdb761375544,5.0,1.0,1.0,3.0
5678,14b5433606289dbc5b6fd70ced11462f80e95003,1.0,1.0,1.0,3.0
5681,d8f7975159f35846754d3845c9701b612c5c0624,6.0,1.0,1.0,3.0
5682,33d99113b1102c2d2f8603b9ba72d89d915c13f5,33.0,1.0,1.0,3.0
5684,97cc2ed27e5a168cf423f67c3bc7c6cc41d12f82,1.0,1.0,1.0,3.0
5685,bd49940a35ec7d488ae63bd625639893b3385b97,2.0,1.0,1.0,3.0
5687,e19ff99f256aeeff6c07b373e01883b72e049552,3.0,1.0,1.0,3.0
5688,5d42b0fa25df7ef2f575107597c1aaebe2407d10,4.0,1.0,1.0,3.0
5689,30ebb7fa0e3e92145b859ad6e44aa6dc636b4103,3.0,1.0,1.0,3.0
5693,26bbe7ef6d5cdc7ec08cba6d433fca4060f258f3,1.0,1.0,1.0,3.0
5700,b0a2658acb5bf9ca86b4aab011b7106de3af0add,1.0,1.0,1.0,3.0
5705,e0d32e335fc0e354db93a807736243f5035fbc67,1.0,1.0,1.0,3.0
5709,29c78f609e661e663a239a37923adb1d61f6386c,3.0,1.0,1.0,3.0
5719,07bedca29b0973f36a6b6db36936deed367164ed,735.0,1.0,1.0,3.0
5723,8148a73c9901a8794a50f950083c00ccf97d43b3,3.0,1.0,1.0,3.0
5724,474f81967217f3bec2389ae913da72641f2c40e3,1.0,1.0,1.0,3.0
5727,97e5ed1111dcc5300a0f59a55248cd243937a8ab,5.0,1.0,1.0,3.0
5731,fdbdc7fc79c02ae4ede869d514179a2c65633d28,1.0,1.0,1.0,3.0
5732,ef6c5be658f6a70c1256fbd18e18ee0dc24c3386,2.0,1.0,1.0,3.0
5733,5a4f2b675210718aceb4abf41617a3af31bba718,6.0,1.0,1.0,3.0
5745,5f0a26128d66ef81613fe923d5c288942844ccdc,1.0,1.0,1.0,3.0
5749,0d7323c865608dffb1ed39ec2f3841697ec3e009,6.0,1.0,1.0,3.0
5752,bc2ce894e113ed95b92541134b002fdc641e8080,1.0,1.0,1.0,3.0
5757,c6cd2ee2d59111a07cd9199564c9bdcb2d11e5cf,1.0,1.0,1.0,3.0
5758,6a562e3daee217ce99fe0e31150acd89a5b22606,3.0,1.0,1.0,3.0
5763,cda70ba8c05a8661f882862c4699a31d215ab151,14.0,1.0,1.0,3.0
5769,ed39fadd6df01095378e499fac3674883f16b853,1.0,1.0,1.0,3.0
5770,5a0ccb6b8ad3a769a69d09a0bbe6e55d96ebcb04,4.0,1.0,1.0,3.0
5771,1f9da5544073d38e05139f8ce9da24e78653c73e,1.0,1.0,1.0,3.0
5772,fdc315a19a2c33da29dd87d4ca88f4e4407bd42d,3.0,1.0,1.0,3.0
5775,2ab1bc9df01dbc19b55b2271100db7407fa6bfdc,1.0,1.0,1.0,3.0
5777,062c2e4363451d49ef840232fe65e8bff0dde2a5,24.0,1.0,1.0,3.0
5782,14e50c6a9bc2b283bb4021026226268312ceefdd,1.0,1.0,1.0,3.0
5784,9bc03743fff0770dc5a5324ba92e67cc377f16ca,3.0,1.0,1.0,3.0
5786,d04863e9e65767feff7807c8f693ac2719dd1944,2.0,1.0,1.0,3.0
5787,b4cb9244a544a1623305eb58267a90418268d31e,294.0,1.0,1.0,3.0
5789,94fb9823a7c478bf88b99b8da4fc3e540608ece5,98.0,1.0,1.0,3.0
5791,c944b2abb067130542055666f23409fd5e1afc8e,1.0,1.0,1.0,3.0
5799,de17e793b104d690e1d007dfc5cb6b4f649598ca,6.0,1.0,1.0,3.0
5803,dfbc9e9d33adb1ac9910dd7f8ceb911947039a52,1.0,1.0,1.0,3.0
5804,af3bd202a38f7313b3b8b46d9db50e5540f71ce1,2.0,1.0,1.0,3.0
5807,82b982c9a697e7be0745523a53334fe38a4582c8,14.0,1.0,1.0,3.0
5809,91ad997a34d7abca1f04e819e31eb9f3d4e20585,1.0,1.0,1.0,3.0
5810,99d79aa2f3b7729e7290e8bda5d0dd8b0240ec62,2.0,1.0,1.0,3.0
5812,a549459c96ba99a691aa1cafeabdd327a7a2bfcf,2.0,1.0,1.0,3.0
5816,ec637fb2d4f7a7167c323dc1d22837d1270a21bc,3.0,1.0,1.0,3.0
5820,37d4174d2d252c37dcb3d88cafae488542087848,1.0,1.0,1.0,3.0
5821,d13adb604693374c5fce47cd1a2017bcf3178eae,2.0,1.0,1.0,3.0
5825,b1bde689dde0d5de9e974390f9a0859a7ec5fd1b,3.0,1.0,1.0,3.0
5833,3be7f32878e742cf3c17b435c90e198862457706,8.0,1.0,1.0,3.0
5834,c2aa3665cf8510b1665ee2f5a9525cf7be6dec4f,1.0,1.0,1.0,3.0
5843,35a7c64fbc77bab4ca8ae477e8ab278ccd679ce2,98.0,1.0,1.0,3.0
5844,c702418f8a2fa6cc92e84a39880d458faf7af9cc,3.0,1.0,1.0,3.0
5847,8f34c2883b894b9a97f07b23b5b86fd65ecd2f85,6.0,1.0,1.0,3.0
5849,ebb9bf18636926d5da97136c22e882c5d91fda73,1.0,1.0,1.0,3.0
5860,c0affe9db42bf85f4a606b3262c35ec59a5d3788,2.0,1.0,1.0,3.0
5862,2280521719e81919283b82902ac24058f87dfc1b,1.0,1.0,1.0,3.0
5863,64c634ef83991b390ec0503e61f16efb0ba3c60b,2.0,1.0,1.0,3.0
5874,f67d8176ba9a3dbc33454cd67057184b2ef5ee31,1.0,1.0,1.0,3.0
5878,396087eaead95fcb29eb36f1e59517aeb58c545e,1.0,1.0,1.0,3.0
5879,9bd7ef5f5a5ab6088029ad95a435f03e1314275d,4.0,1.0,1.0,3.0
5882,96d25e532234bec1a1989e6e1baf702d43a78b0d,2.0,1.0,1.0,3.0
5883,aeb1104814e1177b865eec4f4b364602f5fcb6d1,6.0,1.0,1.0,3.0
5884,a1c1f281b84a751fdb5ff919da3b09df7297619f,3.0,1.0,1.0,3.0
5886,a6604471db5e7a33474a7f16c64d6b118fae3e74,3.0,1.0,1.0,3.0
5893,2e93a1aa9ca455aa3ad0294bcd6d66f38bf8b758,1.0,1.0,1.0,3.0
5894,0586915ec10d0ae60de5cd3381ad25a704760402,1.0,1.0,1.0,3.0
5897,fe174357eb2deb184c93269846c92adf5743115b,1.0,1.0,1.0,3.0
5901,3efaf2a9a053bce452cec8d4c14f7ad6912215c9,2.0,1.0,1.0,3.0
5904,51f39eae14b4874618e73281c236e3a1c1572d4d,1.0,1.0,1.0,3.0
5906,096486eece7ef38cf1ee46b704482c75c4010fb1,2.0,1.0,1.0,3.0
5908,1b6e5fd5f4fc152064f4f71cea0bcfeb49e29b8b,1.0,1.0,1.0,3.0
5911,2dfd178dc05164d6d730f4b3649accc1ee1ee585,3.0,1.0,1.0,3.0
5913,80975d21aae2136ccae1ce914a1602dc1d8b0795,1.0,1.0,1.0,3.0
5915,9a65e6866f039ff029acffc05195d54bc6ca6aeb,28.0,1.0,1.0,3.0
5916,a060dc5010ffa32f3a83e5336f6eeb6551fa137a,33.0,1.0,1.0,3.0
5917,5acd50f641e697cb42240f278350a4f8eac9b4f5,6.0,1.0,1.0,3.0
5919,2ff776cf77f1837a0397bc876e086e8a54274b09,4.0,1.0,1.0,3.0
5922,8d86dc6a5bcd0f1d5b9364d43843f1bb4b15f57a,3.0,1.0,1.0,3.0
5939,e2df9e0905136eebeca66eb9a994ca48d0fa7990,8.0,1.0,1.0,3.0
5942,3cdeb713dc66057b50682048c151eae07b186c42,5.0,1.0,1.0,3.0
5944,84950cf0ba02fd6a5defe2511bc41f9aa2237632,1.0,1.0,1.0,3.0
5952,954bd6d1c9f6a545a594517b1a4aa9262b613f14,4.0,1.0,1.0,3.0
5953,7167594a3da7dcc33203b85d62e519594baee390,4.0,1.0,1.0,3.0
5955,a3cb5195f6db58dbebd8a31b877ddce082c9b63d,3.0,1.0,1.0,3.0
5958,25a56705332add0363e47b3a0eca001d6fbd5bec,3.0,1.0,1.0,3.0
5962,5f3511d2a61e7874730d3ccc1a32d418259133be,3.0,1.0,1.0,3.0
5965,0999bbe08196cd9459683204974fda4d62a7d1b3,3.0,1.0,1.0,3.0
5966,f982f91516fa4cfd9d20518833cd04ad714585be,308.0,1.0,1.0,3.0
5968,4cc314893064dd3166708242dd0836ef47805d5c,1.0,1.0,1.0,3.0
5980,88dff4936c0a5fa53080cca68dc963a8a2a674b0,51.0,1.0,1.0,3.0
5981,58e78475ec706f93e0cc049449ffd11fbfdadb3e,2.0,1.0,1.0,3.0
5983,a7b4667a00025ac28300737c868bd4818b6d8c4d,8.0,1.0,1.0,3.0
5985,9a69b885e964cf93064f1a16ddd06ebb7d46ac17,1.0,1.0,1.0,3.0
5994,31a25e2caf9367365fcb0e57fd8fa5a42e9b73e4,4.0,1.0,1.0,3.0
5995,ffd93f24800dfbf55e9a245884cbfd8e427fc210,7.0,1.0,1.0,3.0
6000,5f6120335c701ba07d5151206071f4d6ccaa684f,1.0,1.0,1.0,3.0
6004,0b68c8e2c3afaf9807eb1ebe0ccfb3b809570aa4,1.0,1.0,1.0,3.0
6010,b54629e226d196e802abdd30c5e34f2a47cddcf2,2.0,1.0,1.0,3.0
6015,d0e30adc42d979e4adc36b6c112b57337423b70c,1.0,1.0,1.0,3.0
6018,1af3c2e45e7a641e774bbb84fa428f2f0bf2d9c9,1.0,1.0,1.0,3.0
6019,584d8d1eb123b8be1274bf69f3ce07cee848d40d,3.0,1.0,1.0,3.0
6021,1c7eaac737e4cca24703531ebcb566afc3ed285f,3.0,1.0,1.0,3.0
6022,22accca01713b13dac386ca90b787aadf88f6551,1.0,1.0,1.0,3.0
6023,5e8e1cc0a1c36c8ff156ac1f04a16422bd4ed3ac,1.0,1.0,1.0,3.0
6027,7ed92f1a149dddc3cb537ccd7441e98adac12c3e,2.0,1.0,1.0,3.0
6028,1ffff60320879830e469e26062c18f75236822ba,1.0,1.0,1.0,3.0
6040,22127f246dc37ed5bea0915f7860002ba6d87da7,3.0,1.0,1.0,3.0
6041,da3e6ec2f443ac00aa623c5921e3521f5f38efe4,2.0,1.0,1.0,3.0
6042,b0cfb794a3dd1d699f3e453f9180bd06508fb8f0,6.0,1.0,1.0,3.0
6050,cffefd9bb31cd35ab745d3b49005d10616d25bdc,1.0,1.0,1.0,3.0
6051,7571f089d7522a95c103558faf313c7af8856ceb,1.0,1.0,1.0,3.0
6053,f5c53d898cc34079373c63a290528963db31d681,55.0,1.0,1.0,3.0
6061,534ead709235b967b659947c55d9130873a432c4,11.0,1.0,1.0,3.0
6063,d5a5911b3278bad6515a9958f7318f74d534ef64,3.0,1.0,1.0,3.0
6065,c074304c2bcf4b45e2b7ff86011beaa035ee52fd,1.0,1.0,1.0,3.0
6069,d9ad8bc0ca823705413f75b50c442a88cc518b35,2.0,1.0,1.0,3.0
6070,eda85d6ad490923152544fba0473798b6cc0edf6,6.0,1.0,1.0,3.0
6072,3f577573cd5482a32f85bd131e52f7cb4b9ac518,1.0,1.0,1.0,3.0
6092,4beb116a454867cc3a98d02d906e0f0459aefe72,2.0,1.0,1.0,3.0
6093,c46f739dd39db3b07ab5deb4e3ec81e1c04a91af,9.0,1.0,1.0,3.0
6094,7ac2908e4b2edaec60e9090ddb4d9ceb76c05e7d,13.0,1.0,1.0,3.0
6095,bb0c5ed6ec523199e34e81dcef8e987507553b63,98.0,1.0,1.0,3.0
6099,455c89b9572e16cc0d60bdc1d62ad81e615d1ddd,1.0,1.0,1.0,3.0
6105,226d63a1addea8cbe8fc671978e62dc84927b046,1.0,1.0,1.0,3.0
6107,7f3e508ee1e6cc1b5865edcbf04a14a76ff1534c,10.0,1.0,1.0,3.0
6115,0cae200eec6330cd2c20b24279597be1da50dc93,1.0,1.0,1.0,3.0
6122,1e3fa0acfec677e915d7de5ac6e1f18cfa4f805b,3.0,1.0,1.0,3.0
6123,cdf64c803e6cfec72259f7bb2654261584bb80a8,1.0,1.0,1.0,3.0
6124,2c42a3fb30845867bfcaf0747ff50c1375884ff2,16.0,1.0,1.0,3.0
6130,7feacd53347c04aee789ba5d632eda0c3fc421c4,3.0,1.0,1.0,3.0
6137,5bff55db3dc4d659f46b4d2fce2f61c1964c2762,1.0,1.0,1.0,3.0
6138,c7c656226842679bcd9f39dc24441b4ff398a850,12.0,1.0,1.0,3.0
6140,7e1cb780452809da09ee47860736a9c8d86d67c6,2.0,1.0,1.0,3.0
6146,90bd1f46caa9ad0d51ec48c91f3c3a616d6d6b8c,4.0,1.0,1.0,3.0
6147,906f187b93d4b15e54066802f2a3100ca4681296,49.0,1.0,1.0,3.0
6149,bcfbbce822d219eb587acaba8a6e062bbeae4761,4.0,1.0,1.0,3.0
6150,142dcdd3c25fc7a3866bb06980e8f93a2ed7e050,2.0,1.0,1.0,3.0
6153,910a5f2e9642d5be373beae3d29e1c4a3bc7d83b,3.0,1.0,1.0,3.0
6159,811a37effdb11e54e1ff1ddaa944286c88f58487,2.0,1.0,1.0,3.0
6160,89e728ce07630a5584875b8a811a8bd02844b1d3,6.0,1.0,1.0,3.0
6161,cfaf3747ff3d431fba33f75083b7f50f58ae22ff,20.0,1.0,1.0,3.0
6167,20edd74fcf9ad02c19efba0c13670a7b6b045099,6.0,1.0,1.0,3.0
6171,a21090cff296eb82b6de09304d64de466bdcaefc,14.0,1.0,1.0,3.0
6173,cc346a4714a59d08c118e8f33fd86692d3563133,8.0,1.0,1.0,3.0
6174,0d74125a6a68d4f1969ecaf0b3543f315916ccdc,1.0,1.0,1.0,3.0
6178,89ea42d716e1ee94f643ecdc516d90a4111ec135,4.0,1.0,1.0,3.0
6180,dd2b379f071424f36f9f90ff83cb4ad058c7b6ed,2.0,1.0,1.0,3.0
6183,714be35885093305b7491cc3eea959bb3e1be6f2,2.0,1.0,1.0,3.0
6186,8ee661b505613ef2747b350ca2871a31b3781bee,2.0,1.0,1.0,3.0
6187,05adaf1f101f25f40f12c29403e6488f0e45f6b6,29.0,1.0,1.0,3.0
6189,ad8f5797302ed389476debcc51b4630f387618b9,2.0,1.0,1.0,3.0
6191,562d55d991b39ce376c492df2f7890fd6a541ffc,3.0,1.0,1.0,3.0
6192,5b999fd04af95e2cb624aaf6a7637561572b2d96,1.0,1.0,1.0,3.0
6203,d8683a0cb5d09cb7f19feefa708424a84577e68f,8.0,1.0,1.0,3.0
6211,34d531e640cb805973cf656b15c716b961565cea,6.0,1.0,1.0,3.0
6215,11b5d5112c51f8cf4ac51f9f063bb76992a5ebe7,1.0,1.0,1.0,3.0
6216,acf346a311588e4cb659c183b9e312fa313dbb7f,6.0,1.0,1.0,3.0
6218,a91ed1901a80b401afa1b718d941d3450d868151,6.0,1.0,1.0,3.0
6221,cbac9543281f8e813f3ca9186c963a9b55136e93,1.0,1.0,1.0,3.0
6228,c8d16e27a3601d1cbcdfe657eb4ff5e762019e8d,2.0,1.0,1.0,3.0
6230,368a12117dd8abf6eaefa37c21ac313b517128b9,1.0,1.0,1.0,3.0
6237,4d8a2d986d3ee3ece9c3cefbb23425a22132492c,6.0,1.0,1.0,3.0
6239,88afe715dd5469bc24ca7a19ac62dd3c241cab48,1.0,1.0,1.0,3.0
6242,7879b1d94badb5c34fa777244091c2304191dddf,3.0,1.0,1.0,3.0
6247,cb1d93c98c49e268918e35e45e5c407fc4dc4e9f,13.0,1.0,1.0,3.0
6254,989c6b34f6a9480e397b170cc62237e89bf4fdb9,1.0,1.0,1.0,3.0
6271,5f7748cf91558a5026ded5be93c5bf6c1ac34edf,24.0,1.0,1.0,3.0
6278,43d786ed4df4c54cb8802a523748a7d78130a2cb,4.0,1.0,1.0,3.0
6279,a9193983f4f292a82a00c72971c17ec0ee8c6c15,41.0,1.0,1.0,3.0
6280,bb8fb4e6840ecebdc61f7ebd0653187e7128dde5,3.0,1.0,1.0,3.0
6281,0f67a611629f84dd0afacd23d422b4b9c2558285,1.0,1.0,1.0,3.0
6285,a5176b78974451680bd93b8954230cf1a47dee1b,2.0,1.0,1.0,3.0
6288,0b9f43a0ee7e89013a3d913ce556715fd8acb674,6.0,1.0,1.0,3.0
6290,0edb94543092535a2c6ef33e7285004168ca73d7,17.0,1.0,1.0,3.0
6297,93dc6107a76daed81c07f50215fa6ae77691634f,37.0,1.0,1.0,3.0
6298,67f3754b51f22b18c4820fb84062f658c30e8644,1.0,1.0,1.0,3.0
6299,18b6c9a2213d3b6e0212e8b225abf95f7564206a,1.0,1.0,1.0,3.0
6304,a9f180345f5378ac87d80ed0bea55ba421d83859,84.0,1.0,1.0,3.0
6305,7bd40c16ccb2cb6877dd00b0e66249c171e6fa43,4.0,1.0,1.0,3.0
6306,54acf107e4e66d1f4a697e08a7f60dba9fcf07c3,1.0,1.0,1.0,3.0
6308,789eeea128925741e0a105357bebf8855d3bcdee,22.0,1.0,1.0,3.0
6310,fe25d078874f2c29c38f4160467d74f5756537c9,5.0,1.0,1.0,3.0
6311,230fa253df6352af12ad0a16128760b5cb3f92df,85.0,1.0,1.0,3.0
6315,84add303ef950b8d85f54bc2248c2bc73467c329,3.0,1.0,1.0,3.0
6324,2540058f7a9d9a843b4d9a28d4f8168dd034d030,3.0,1.0,1.0,3.0
6326,3fb6589ceaf06d9c65bdf2382249d818771e913b,4.0,1.0,1.0,3.0
6329,c084ca704a3661bf77690a05bc6bd2c305d87c34,3.0,1.0,1.0,3.0
6333,5559ecadad5a73b27f863e92f4b4f369501dce6f,1.0,1.0,1.0,3.0
6340,786b11cc0f505e44c29f778fd329dafafafed76c,8.0,1.0,1.0,3.0
6347,2c1350fdeaefefe1a149d3b083383409f43f0daa,2.0,1.0,1.0,3.0
6349,cd92a17eec752f8c948c4b6ab93dc099ce55b8cb,2.0,1.0,1.0,3.0
6350,1204d5baa8781a1bf968244bd2b0f15ed861e573,2.0,1.0,1.0,3.0
6353,a87783699b23395c46bbeeb5d28f6db24897bf26,3.0,1.0,1.0,3.0
6356,e1d45ae10aea8e8a403e5d96bf5902ee670007ff,5.0,1.0,1.0,3.0
6357,bf05d9985111f85ed6922c134567b96eb789283b,3.0,1.0,1.0,3.0
6360,e31da3f98d3b8626b32cf7806ef4da540bf70820,11.0,1.0,1.0,3.0
6363,215122e1110f97a3f478829049b9840cf8fdde57,1.0,1.0,1.0,3.0
6365,c1159f9e8927f5732c19816a605926bc76c498b2,3.0,1.0,1.0,3.0
6367,050eff39af6a395104df85b7ca59f0a4245e04f8,4.0,1.0,1.0,3.0
6374,cb8ea7527b813dd6e19fb07328f7867a5f0a8d0a,1.0,1.0,1.0,3.0
6378,02e07492cdfae9c86e3bd21c0beec88dbcc1e9e8,2.0,1.0,1.0,3.0
6380,818f2a3cc34b0673dccd4188ce4a1862d9d90127,6.0,1.0,1.0,3.0
6382,69d44a1835ec8163a82c4ee57367f87ae0f85c2e,2.0,1.0,1.0,3.0
6383,12e8ba25ef52f19e7a42e61aecb3c1fef83b2a82,1.0,1.0,1.0,3.0
6389,5eb3e5a5e11d14f9deb2a4b83555443b69ab9940,3.0,1.0,1.0,3.0
6390,ee1452d7458451a7508e0663553ce88d63958157,9.0,1.0,1.0,3.0
6391,d76744a93246eccdca1106037e8ee29debf48277,1.0,1.0,1.0,3.0
6392,0bf6368ee8f25826d0645c0f7a4f17c8845356a4,1.0,1.0,1.0,3.0
6393,f4f653e9875e573860e783fecbebde284a8626f5,4.0,1.0,1.0,3.0
6394,876ab79055019e248508cfd0dee7caa3c0c831ed,49.0,1.0,1.0,3.0
6398,64146f8b2af1ba77fe3c21d9d6d7213b9bb72b40,3.0,1.0,1.0,3.0
6400,f0d07d6e89e1abe75748dd506dee3df8f6b86864,1.0,1.0,1.0,3.0
6401,95ca5b550ac255bf3cee108c123407785c47e3cc,2.0,1.0,1.0,3.0
6403,9908ff736adf261e749b4887486a32ffa209304c,1.0,1.0,1.0,3.0
6404,5a798394c85f3bca963505d3be49180416fce132,3.0,1.0,1.0,3.0
6409,04b38670cf46c096705f24e92a8747d1ab89e53c,11.0,1.0,1.0,3.0
6410,fcc9fe1a5ad2b826c6ac58c03cdc0cf17a63c7a1,4.0,1.0,1.0,3.0
6418,f985dedb57bae741b4326415f72fe1a1e556563b,1.0,1.0,1.0,3.0
