3,438
1,389
4,347
2,325
6,241
5,240
8,182
12,125
7,118
10,84
9,74
16,56
11,48
13,44
14,42
18,36
15,34
20,28
24,25
21,23
23,17
17,16
30,15
19,14
22,14
25,13
28,13
26,10
27,10
36,8
29,7
33,7
32,7
40,5
42,5
43,4
50,4
52,4
31,4
37,3
63,3
34,3
35,3
112,2
148,2
72,2
64,2
172,2
60,2
222,2
58,2
95,2
75,2
38,2
61,2
59,2
45,2
44,2
39,2
48,1
56,1
90,1
62,1
68,1
70,1
76,1
88,1
1127,1
94,1
98,1
73,1
81,1
89,1
109,1
115,1
131,1
133,1
147,1
171,1
201,1
211,1
215,1
297,1
505,1
557,1
71,1
69,1
67,1
214,1
102,1
108,1
126,1
132,1
154,1
182,1
236,1
51,1
270,1
825,1
392,1
16123,1
41,1
49,1
356,1
